'JobNumber','OperationSeq','SeqStatus','SeqStatusDesc','SeqDetType','WCorResID','WCorResDesc','EstRTInHrs','EstSUInHrs','RuntimeTime','RuntimeUOM','Schedule?','Contiguous?','Backflush?','GrpSchedID','CrossFlag','CrossTime','TimeFlag','SchedStrtDt','SchStartTime','SchedEndDt','SchEndTime','ActStartDt','ActEndDt','ActSetInHrs','ActRTInHrs','EstSetup$','ActSetup$','EstRun$','ActRun$','EstOverHead$','ActOverHead$','QtyComplete','RejectQty','HoldReasonID','OnHoldAtDate','OnHoldAtTime','RemainInMin','UsrRemnInMin','WorkCenterID','TrkSeq.UniqueID','TrkSeq.AuditUser','TrkSeq.AuditDate','TrkSeq.AuditTime','TrkSeq.DelayModifier','TrkSeq.Anchor?','TrkSeq.ActStartTime','TrkSeq.ActEndTime','JobTxt.StdTextID','SequenceText','StandardText'
'A0004904',00001,'0','Not Started','W','WCF','FABRICATION AREA',0.240000,0.000000,0.120000,'HU',Yes,Yes,No,'N','N',0.000000,'',08/13/2019,07:46:00,08/13/2019,08:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,14.4000,0.0000,'WCF',528552,'PAT',07/30/2019,12:27:06,'0',False,00:00:00,00:00:00,'','',''
'A0004904',00001,'0','Not Started','L','01','FAB PIECE PARTS',0.240000,0.000000,0.120000,'HU',No,Yes,No,'N','N',0.000000,'',08/13/2019,00:00:00,08/13/2019,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,6.62200,0.00000,14.23600,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,14.4000,0.0000,'WCF',528553,'PAT',07/30/2019,12:27:06,'0',False,00:00:00,00:00:00,'','',''
'S/N10330',10001,'10','In-Process','W','WCA','UNIT ASSEMBLY',35.000000,0.000000,35.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/13/2019,00:07:00,05/14/2019,04:37:00,06/28/2019,00/00/0000,0.000000,26.950000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,483.0000,0.0000,'WCA',753789,'ADMIN',07/11/2019,07:18:41,'',False,08:57:38,00:00:00,'','',''
'S/N10330',10001,'20','Stopped','L','02','CHASSIS PREP',35.000000,0.000000,35.000000,'HU',No,No,No,'N','N',0.000000,'',05/13/2019,00:00:00,05/14/2019,00:00:00,06/28/2019,00/00/0000,0.000000,26.950000,0.00000,0.00000,965.65000,709.20300,2076.14800,1524.78600,0.00000,0.00000,'',00/00/0000,00:00:00,483.0000,0.0000,'WCA',753790,'ADMIN',07/11/2019,07:18:33,'',False,08:57:38,00:00:00,'','',''
'S/N10330',10005,'10','In-Process','W','WCA','UNIT ASSEMBLY',3.750000,0.000000,3.750000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/14/2019,04:37:00,05/14/2019,05:57:00,07/08/2019,00/00/0000,0.000000,4.020000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',753791,'ADMIN',07/09/2019,08:58:48,'',False,08:44:20,00:00:00,'','',''
'S/N10330',10005,'20','Stopped','L','03A','INSTALL TAG BLOW-OFF',3.750000,0.000000,3.750000,'HU',No,No,No,'N','N',0.000000,'',05/14/2019,00:00:00,05/14/2019,00:00:00,07/08/2019,00/00/0000,0.000000,4.020000,0.00000,0.00000,103.46300,110.91200,222.44400,238.46000,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',753792,'ADMIN',07/09/2019,08:58:41,'',False,08:44:20,00:00:00,'','',''
'S/N10330',10010,'10','In-Process','W','WCA','UNIT ASSEMBLY',26.000000,0.000000,26.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/14/2019,05:57:00,05/15/2019,07:14:00,07/01/2019,00/00/0000,0.000000,33.730000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',753793,'ADMIN',07/11/2019,07:18:40,'',False,07:26:50,00:00:00,'','',''
'S/N10330',10010,'20','Stopped','L','05','INSTALL SUBFRAME',26.000000,0.000000,26.000000,'HU',No,No,No,'N','N',0.000000,'',05/14/2019,00:00:00,05/15/2019,00:00:00,07/01/2019,00/00/0000,0.000000,33.730000,0.00000,0.00000,717.34000,919.89200,1542.28100,1977.76800,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',753794,'ADMIN',07/11/2019,07:18:32,'',False,07:26:50,00:00:00,'','',''
'S/N10330',10011,'0','Not Started','W','WCA','UNIT ASSEMBLY',0.000000,0.000000,0.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/15/2019,07:14:00,05/15/2019,07:14:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',753795,'PAT',12/20/2018,16:54:09,'',False,00:00:00,00:00:00,'','',''
'S/N10330',10011,'0','Not Started','L','05A','FRAME SHOP',0.000000,0.000000,0.000000,'HU',No,No,No,'N','N',0.000000,'',05/15/2019,00:00:00,05/15/2019,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',753796,'PAT',12/20/2018,16:54:09,'',False,00:00:00,00:00:00,'','',''
'S/N10330',10015,'10','In-Process','W','WCA','UNIT ASSEMBLY',20.000000,0.000000,20.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/15/2019,07:14:00,05/16/2019,06:22:00,07/03/2019,00/00/0000,0.000000,12.260000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,464.4000,0.0000,'WCA',753797,'ADMIN',07/16/2019,12:05:42,'',False,09:48:53,00:00:00,'','',''
'S/N10330',10015,'20','Stopped','L','20','INSTALL SLIDING CTWT',20.000000,0.000000,20.000000,'HU',No,No,No,'N','N',0.000000,'',05/15/2019,00:00:00,05/16/2019,00:00:00,07/03/2019,00/00/0000,0.000000,12.260000,0.00000,0.00000,551.80000,315.41600,1186.37000,678.14400,0.00000,0.00000,'',00/00/0000,00:00:00,464.4000,0.0000,'WCA',753798,'ADMIN',07/16/2019,12:05:35,'',False,09:48:53,00:00:00,'','',''
'S/N10330',10020,'10','In-Process','W','WCA','UNIT ASSEMBLY',5.000000,0.000000,5.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/16/2019,06:22:00,05/17/2019,00:09:00,07/10/2019,00/00/0000,0.000000,5.080000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',753799,'ADMIN',07/11/2019,07:18:40,'',False,07:10:48,00:00:00,'','',''
'S/N10330',10020,'20','Stopped','L','23D','DECK BOXES',5.000000,0.000000,5.000000,'HU',No,No,No,'N','N',0.000000,'',05/16/2019,00:00:00,05/17/2019,00:00:00,07/10/2019,00/00/0000,0.000000,5.080000,0.00000,0.00000,137.95000,109.22000,296.59300,234.82300,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',753800,'ADMIN',07/11/2019,07:18:33,'',False,07:10:48,00:00:00,'','',''
'S/N10330',10025,'10','In-Process','W','WCA','UNIT ASSEMBLY',12.000000,0.000000,12.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/17/2019,00:09:00,05/17/2019,04:26:00,07/08/2019,00/00/0000,0.000000,8.020000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,238.8000,0.0000,'WCA',753801,'ADMIN',08/07/2019,08:03:11,'',False,08:44:20,00:00:00,'','',''
'S/N10330',10025,'20','Stopped','L','29','INSTALL STROBE LIGHT',12.000000,0.000000,12.000000,'HU',No,No,No,'N','N',0.000000,'',05/17/2019,00:00:00,05/17/2019,00:00:00,07/08/2019,00/00/0000,0.000000,8.020000,0.00000,0.00000,331.08000,192.50600,711.82200,413.88700,0.00000,0.00000,'',00/00/0000,00:00:00,238.8000,0.0000,'WCA',753802,'ADMIN',08/07/2019,08:03:04,'',False,08:44:20,00:00:00,'','',''
'S/N10330',10030,'10','In-Process','W','WCA','UNIT ASSEMBLY',24.000000,0.000000,24.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/17/2019,04:26:00,05/20/2019,05:00:00,07/08/2019,00/00/0000,0.000000,11.600000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,744.0000,0.0000,'WCA',753803,'ADMIN',07/25/2019,08:38:40,'',False,08:44:20,00:00:00,'','',''
'S/N10330',10030,'20','Stopped','L','30','INSTALL FMVSS LIGHTS',24.000000,0.000000,24.000000,'HU',No,No,No,'N','N',0.000000,'',05/17/2019,00:00:00,05/20/2019,00:00:00,07/08/2019,00/00/0000,0.000000,11.600000,0.00000,0.00000,662.16000,318.41200,1423.64400,684.58600,0.00000,0.00000,'',00/00/0000,00:00:00,744.0000,0.0000,'WCA',753804,'ADMIN',07/25/2019,08:38:31,'',False,08:44:20,00:00:00,'','',''
'S/N10330',10035,'10','In-Process','W','WCA','UNIT ASSEMBLY',20.000000,0.000000,20.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/20/2019,05:00:00,05/21/2019,00:34:00,06/28/2019,00/00/0000,0.000000,16.510000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,209.4000,0.0000,'WCA',753805,'ADMIN',07/16/2019,12:05:41,'',False,08:57:38,00:00:00,'','',''
'S/N10330',10035,'20','Stopped','L','38U','REAR AXLE LOCK UPPER',20.000000,0.000000,20.000000,'HU',No,No,No,'N','N',0.000000,'',05/20/2019,00:00:00,05/21/2019,00:00:00,06/28/2019,00/00/0000,0.000000,16.510000,0.00000,0.00000,551.80000,387.18100,1186.37000,832.43900,0.00000,0.00000,'',00/00/0000,00:00:00,209.4000,0.0000,'WCA',753806,'ADMIN',07/16/2019,12:05:35,'',False,08:57:38,00:00:00,'','',''
'S/N10330',10040,'10','In-Process','W','WCA','UNIT ASSEMBLY',20.000000,0.000000,20.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/21/2019,00:34:00,05/21/2019,07:42:00,06/28/2019,00/00/0000,0.000000,17.970000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,121.8000,0.0000,'WCA',753807,'ADMIN',07/08/2019,09:54:06,'',False,08:57:38,00:00:00,'','',''
'S/N10330',10040,'20','Stopped','L','39U','FRT AXLE LOCK UPPER',20.000000,0.000000,20.000000,'HU',No,No,No,'N','N',0.000000,'',05/21/2019,00:00:00,05/21/2019,00:00:00,06/28/2019,00/00/0000,0.000000,17.970000,0.00000,0.00000,551.80000,495.79200,1186.37000,1065.95300,0.00000,0.00000,'',00/00/0000,00:00:00,121.8000,0.0000,'WCA',753808,'ADMIN',07/08/2019,09:54:01,'',False,08:57:38,00:00:00,'','',''
'S/N10330',10045,'10','In-Process','W','WCA','UNIT ASSEMBLY',20.000000,0.000000,20.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/21/2019,07:42:00,05/22/2019,06:50:00,08/05/2019,00/00/0000,0.000000,10.260000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,584.4000,0.0000,'WCA',753809,'ADMIN',08/08/2019,08:29:14,'',False,07:42:38,00:00:00,'','',''
'S/N10330',10045,'20','Stopped','L','41A','WIRE-2 SPD- ENG KILL',20.000000,0.000000,20.000000,'HU',No,No,No,'N','N',0.000000,'',05/21/2019,00:00:00,05/22/2019,00:00:00,08/05/2019,00/00/0000,0.000000,10.260000,0.00000,0.00000,551.80000,283.45600,1186.37000,609.43000,0.00000,0.00000,'',00/00/0000,00:00:00,584.4000,0.0000,'WCA',753810,'ADMIN',08/08/2019,08:29:08,'',False,07:42:38,00:00:00,'','',''
'S/N10330',10050,'10','In-Process','W','WCA','UNIT ASSEMBLY',6.000000,0.000000,6.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/22/2019,06:50:00,05/23/2019,00:58:00,07/11/2019,00/00/0000,0.000000,1.540000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,267.6000,0.0000,'WCA',753811,'ADMIN',07/16/2019,12:05:41,'',False,11:59:10,00:00:00,'','',''
'S/N10330',10050,'20','Stopped','L','41BB','AX LOCK WIRE/SWITCH',6.000000,0.000000,6.000000,'HU',No,No,No,'N','N',0.000000,'',05/22/2019,00:00:00,05/23/2019,00:00:00,07/11/2019,00/00/0000,0.000000,1.540000,0.00000,0.00000,165.54000,42.48900,355.91100,91.35000,0.00000,0.00000,'',00/00/0000,00:00:00,267.6000,0.0000,'WCA',753812,'ADMIN',07/16/2019,12:05:34,'',False,11:59:10,00:00:00,'','',''
'S/N10330',10055,'0','Not Started','W','WCA','UNIT ASSEMBLY',3.500000,0.000000,3.500000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/23/2019,00:58:00,05/23/2019,02:13:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,210.0000,0.0000,'WCA',753813,'PAT',12/20/2018,16:54:13,'',False,00:00:00,00:00:00,'','',''
'S/N10330',10055,'0','Not Started','L','84','WELD INSPECTION',3.500000,0.000000,3.500000,'HU',No,No,No,'N','N',0.000000,'',05/23/2019,00:00:00,05/23/2019,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,96.56500,0.00000,207.61500,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,210.0000,0.0000,'WCA',753814,'PAT',12/20/2018,16:54:13,'',False,00:00:00,00:00:00,'','',''
'S/N10330',20000,'10','In-Process','W','WCA','UNIT ASSEMBLY',9.000000,0.000000,9.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/23/2019,02:13:00,05/23/2019,05:25:00,07/22/2019,00/00/0000,0.000000,7.660000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,80.4000,0.0000,'WCA',753815,'ADMIN',07/23/2019,08:25:09,'',False,08:07:52,00:00:00,'','',''
'S/N10330',20000,'20','Stopped','L','13M','ASSY B3',9.000000,0.000000,9.000000,'HU',No,No,No,'N','N',0.000000,'',05/23/2019,00:00:00,05/23/2019,00:00:00,07/22/2019,00/00/0000,0.000000,7.660000,0.00000,0.00000,248.31000,211.33900,533.86700,454.38000,0.00000,0.00000,'',00/00/0000,00:00:00,80.4000,0.0000,'WCA',753816,'ADMIN',07/23/2019,08:25:01,'',False,08:07:52,00:00:00,'','ASSEMBLY DRAWINGS:^~BOOM-3 INNER:  102745^~BOOM-3 OUTER/INNER:  102744',''
'S/N10330',20005,'10','In-Process','W','WCA','UNIT ASSEMBLY',18.000000,0.000000,18.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/23/2019,05:25:00,05/24/2019,03:50:00,07/22/2019,00/00/0000,0.000000,10.700000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,438.0000,0.0000,'WCA',753817,'ADMIN',07/24/2019,08:09:52,'',False,08:07:52,00:00:00,'','',''
'S/N10330',20005,'20','Stopped','L','13H','ASSY B2 TO B3',18.000000,0.000000,18.000000,'HU',No,No,No,'N','N',0.000000,'',05/23/2019,00:00:00,05/24/2019,00:00:00,07/22/2019,00/00/0000,0.000000,10.700000,0.00000,0.00000,496.62000,295.21300,1067.73300,634.70800,0.00000,0.00000,'',00/00/0000,00:00:00,438.0000,0.0000,'WCA',753818,'ADMIN',07/24/2019,08:09:42,'',False,08:07:52,00:00:00,'','',''
'S/N10330',20010,'10','In-Process','W','WCA','UNIT ASSEMBLY',40.000000,0.000000,40.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/24/2019,03:50:00,05/29/2019,02:07:00,07/23/2019,00/00/0000,0.000000,6.500000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,2010.0000,0.0000,'WCA',753819,'ADMIN',07/25/2019,08:38:34,'',False,07:57:34,00:00:00,'','',''
'S/N10330',20010,'20','Stopped','L','14','ASSEMBLE B4 AND PLAT',40.000000,0.000000,40.000000,'HU',No,No,No,'N','N',0.000000,'',05/24/2019,00:00:00,05/29/2019,00:00:00,07/23/2019,00/00/0000,0.000000,6.500000,0.00000,0.00000,1103.60000,179.33500,2372.74000,385.57000,0.00000,0.00000,'',00/00/0000,00:00:00,2010.0000,0.0000,'WCA',753820,'ADMIN',07/25/2019,08:38:25,'',False,07:57:34,00:00:00,'','',''
'S/N10330',20013,'10','In-Process','W','WCA','UNIT ASSEMBLY',20.000000,0.000000,20.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/29/2019,02:07:00,05/30/2019,01:15:00,07/23/2019,00/00/0000,0.000000,6.430000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,814.2000,0.0000,'WCA',754717,'ADMIN',07/25/2019,08:38:41,'P',False,07:57:34,00:00:00,'','',''
'S/N10330',20013,'20','Stopped','L','15','ASSY/INSTALL JIB',20.000000,0.000000,20.000000,'HU',No,No,No,'N','N',0.000000,'',05/29/2019,00:00:00,05/30/2019,00:00:00,07/23/2019,00/00/0000,0.000000,6.430000,0.00000,0.00000,551.80000,177.40400,1186.37000,381.41800,0.00000,0.00000,'',00/00/0000,00:00:00,814.2000,0.0000,'WCA',754718,'ADMIN',07/25/2019,08:38:33,'P',False,07:57:34,00:00:00,'','ASSEMBLY DRAWING FOR JIB: 102659^~ASSEMBLY DRAWING BOOM-4 AND PLATFORM:  102746',''
'S/N10330',20015,'10','In-Process','W','WCA','UNIT ASSEMBLY',24.000000,0.000000,24.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/30/2019,01:15:00,05/31/2019,01:49:00,07/18/2019,00/00/0000,0.000000,18.770000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,313.8000,0.0000,'WCA',753821,'ADMIN',07/23/2019,08:25:02,'',False,10:31:36,00:00:00,'','',''
'S/N10330',20015,'20','Stopped','L','17D','INST B1, T1, T2',24.000000,0.000000,24.000000,'HU',No,No,No,'N','N',0.000000,'',05/30/2019,00:00:00,05/31/2019,00:00:00,07/18/2019,00/00/0000,0.000000,18.770000,0.00000,0.00000,662.16000,517.86400,1423.64400,1113.40800,0.00000,0.00000,'',00/00/0000,00:00:00,313.8000,0.0000,'WCA',753822,'ADMIN',07/23/2019,08:24:53,'',False,10:31:36,00:00:00,'','',''
'S/N10330',20020,'10','In-Process','W','WCA','UNIT ASSEMBLY',7.000000,0.000000,7.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/31/2019,01:49:00,05/31/2019,04:19:00,07/24/2019,00/00/0000,0.000000,10.540000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',753823,'ADMIN',07/29/2019,08:23:11,'',False,08:30:06,00:00:00,'','',''
'S/N10330',20020,'20','Stopped','L','46','STEPS, RAILS & RESTS',7.000000,0.000000,7.000000,'HU',No,No,No,'N','N',0.000000,'',05/31/2019,00:00:00,05/31/2019,00:00:00,07/24/2019,00/00/0000,0.000000,10.540000,0.00000,0.00000,193.13000,290.79900,415.23000,625.21700,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',753824,'ADMIN',07/29/2019,08:23:00,'',False,08:30:06,00:00:00,'','',''
'S/N10330',20025,'10','In-Process','W','WCA','UNIT ASSEMBLY',5.000000,0.000000,5.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/31/2019,04:19:00,05/31/2019,06:06:00,07/25/2019,00/00/0000,0.000000,3.590000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,84.6000,0.0000,'WCA',753825,'ADMIN',07/29/2019,08:28:28,'',False,08:13:58,00:00:00,'','',''
'S/N10330',20025,'20','Stopped','L','23','UB BOXES AND FLAPS',5.000000,0.000000,5.000000,'HU',No,No,No,'N','N',0.000000,'',05/31/2019,00:00:00,05/31/2019,00:00:00,07/25/2019,00/00/0000,0.000000,3.590000,0.00000,0.00000,137.95000,99.04800,296.59300,212.95300,0.00000,0.00000,'',00/00/0000,00:00:00,84.6000,0.0000,'WCA',753826,'ADMIN',07/29/2019,08:28:23,'',False,08:13:58,00:00:00,'','',''
'S/N10330',20030,'10','In-Process','W','WCA','UNIT ASSEMBLY',6.000000,0.000000,6.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',05/31/2019,06:06:00,06/03/2019,00:14:00,07/25/2019,00/00/0000,0.000000,6.470000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',753827,'ADMIN',07/30/2019,07:54:44,'',False,08:13:58,00:00:00,'','',''
'S/N10330',20030,'20','Stopped','L','38L','REAR AXLE LOCK LOWER',6.000000,0.000000,6.000000,'HU',No,No,No,'N','N',0.000000,'',05/31/2019,00:00:00,06/03/2019,00:00:00,07/25/2019,00/00/0000,0.000000,6.470000,0.00000,0.00000,165.54000,178.50700,355.91100,383.79100,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',753828,'ADMIN',07/30/2019,07:54:36,'',False,08:13:58,00:00:00,'','',''
'S/N10330',20035,'10','In-Process','W','WCA','UNIT ASSEMBLY',20.000000,0.000000,20.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',06/03/2019,00:14:00,06/03/2019,07:22:00,07/24/2019,00/00/0000,0.000000,10.740000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,555.6000,0.0000,'WCA',753829,'ADMIN',08/05/2019,09:31:17,'',False,08:30:06,00:00:00,'','',''
'S/N10330',20035,'20','Stopped','L','39L','FRT AXLE LOCK LOWER',20.000000,0.000000,20.000000,'HU',No,No,No,'N','N',0.000000,'',06/03/2019,00:00:00,06/03/2019,00:00:00,07/24/2019,00/00/0000,0.000000,10.740000,0.00000,0.00000,551.80000,296.31700,1186.37000,637.08100,0.00000,0.00000,'',00/00/0000,00:00:00,555.6000,0.0000,'WCA',753830,'ADMIN',08/05/2019,09:31:11,'',False,08:30:06,00:00:00,'','',''
'S/N10330',20040,'0','Not Started','W','WCA','UNIT ASSEMBLY',60.000000,0.000000,60.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',00/00/0000,00:00:00,00/00/0000,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,3600.0000,0.0000,'WCA',754814,'PAT',12/21/2018,06:41:17,'P',False,00:00:00,00:00:00,'','',''
'S/N10330',20040,'0','Not Started','L','R&D','R&D LABOR',60.000000,0.000000,60.000000,'HU',No,No,No,'N','N',0.000000,'',00/00/0000,00:00:00,00/00/0000,00:00:00,00/00/0000,00/00/0000,0.000000,0.000000,0.00000,0.00000,1655.40000,0.00000,3559.11000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,3600.0000,0.0000,'WCA',754815,'PAT',12/21/2018,06:41:28,'P',False,00:00:00,00:00:00,'','',''
'S/N10330',30000,'10','In-Process','W','WCA','UNIT ASSEMBLY',20.000000,0.000000,20.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',06/03/2019,07:22:00,06/04/2019,06:30:00,08/05/2019,00/00/0000,0.000000,14.980000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,301.2000,0.0000,'WCA',753831,'ADMIN',08/12/2019,09:43:10,'',False,07:42:38,00:00:00,'','',''
'S/N10330',30000,'20','Stopped','L','21','INST AUX ENG & PARTS',20.000000,0.000000,20.000000,'HU',No,No,No,'N','N',0.000000,'',06/03/2019,00:00:00,06/04/2019,00:00:00,08/05/2019,00/00/0000,0.000000,14.980000,0.00000,0.00000,551.80000,418.16200,1186.37000,899.04700,0.00000,0.00000,'',00/00/0000,00:00:00,301.2000,0.0000,'WCA',753832,'ADMIN',08/12/2019,09:43:04,'',False,07:42:38,00:00:00,'','',''
'S/N10330',30005,'10','In-Process','W','WCA','UNIT ASSEMBLY',11.000000,0.000000,11.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',06/04/2019,06:30:00,06/05/2019,02:25:00,08/05/2019,00/00/0000,0.000000,8.880000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,127.2000,0.0000,'WCA',753833,'ADMIN',08/07/2019,08:03:04,'',False,07:42:38,00:00:00,'','',''
'S/N10330',30005,'20','Stopped','L','24','BUILD HOSE KITS',11.000000,0.000000,11.000000,'HU',No,No,No,'N','N',0.000000,'',06/04/2019,00:00:00,06/05/2019,00:00:00,08/05/2019,00/00/0000,0.000000,8.880000,0.00000,0.00000,303.49000,257.26400,652.50400,553.11700,0.00000,0.00000,'',00/00/0000,00:00:00,127.2000,0.0000,'WCA',753834,'ADMIN',08/07/2019,08:02:56,'',False,07:42:38,00:00:00,'','',''
'S/N10330',30010,'10','In-Process','W','WCA','UNIT ASSEMBLY',7.000000,0.000000,7.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',06/05/2019,02:25:00,06/05/2019,04:55:00,07/08/2019,00/00/0000,0.000000,4.850000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,129.0000,0.0000,'WCA',753835,'ADMIN',07/30/2019,07:54:48,'',False,08:44:20,00:00:00,'','',''
'S/N10330',30010,'20','Stopped','L','26','BUILD SWITCH KIT',7.000000,0.000000,7.000000,'HU',No,No,No,'N','N',0.000000,'',06/05/2019,00:00:00,06/05/2019,00:00:00,07/08/2019,00/00/0000,0.000000,4.850000,0.00000,0.00000,193.13000,141.23200,415.23000,303.64900,0.00000,0.00000,'',00/00/0000,00:00:00,129.0000,0.0000,'WCA',753836,'ADMIN',07/30/2019,07:54:41,'',False,08:44:20,00:00:00,'','',''
'S/N10330',30015,'10','In-Process','W','WCA','UNIT ASSEMBLY',8.000000,0.000000,8.000000,'HU',Yes,Yes,No,'N','N',0.000000,'',06/05/2019,04:55:00,06/05/2019,07:46:00,08/05/2019,00/00/0000,0.000000,9.090000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',753837,'ADMIN',08/12/2019,09:31:02,'',False,07:42:38,00:00:00,'','',''
'S/N10330',30015,'20','Stopped','L','31','INSTALL TANK AND BOX',8.000000,0.000000,8.000000,'HU',No,No,No,'N','N',0.000000,'',06/05/2019,00:00:00,06/05/2019,00:00:00,08/05/2019,00/00/0000,0.000000,9.090000,0.00000,0.00000,220.72000,259.60600,474.54800,558.15300,0.00000,0.00000,'',00/00/0000,00:00:00,0.0000,0.0000,'WCA',753838,'ADMIN',08/12/2019,09:30:56,'',False,07:42:38,00:00:00,'','',''
