'JobNumber','TransxType','TransxDescription','OperationSeq','ItemNumber','Location','BinNumber','SerialLotNo','StockingQuantity','StockingUOM','UnitCost','QtyRemain','DocumentNo','PurchaseDate','PONumber','VendorID','EmployeeNo','AppliedDate','AppliedTime','EventID','EventSeq','LayerType','JobFullClosed?','AllocUniqueID','CreateUser','CreateDate','CreateTime','DocReference','ShiftCode','FullCloseApplyDate','TransxUOM','TransxQty','TransxQtyConvMultiplier','CAParentEventID','JobUnitCost'
'S/N10335','PM','Pull Material',30015,'.064847','W1','','',1.00000,'EA',792.41000000,1.00000,'S/N10335',00/00/0000,'','','PS01',01/14/2019,00:00:00,1053278,1,'0',False,746848,'PAULS',01/14/2019,15:21:27,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',30000,'.067716','W1','','',1.00000,'EA',854.25000000,0.00000,'S/N10335',00/00/0000,'','','PS01',01/14/2019,00:00:00,1053284,1,'1',False,746805,'PAULS',01/14/2019,15:21:28,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','CA','Cost Adjustment',30015,'.064847','W1','','',0.00000,'EA',0.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',01/14/2019,15:57:39,1053498,1,'0',False,746848,'BROOKE',01/14/2019,15:57:39,'Adjustment to Event ID 1053278','',00/00/0000,'EA',0.00000,1.00000,1053278,0.00000
'S/N10335','CA','Cost Adjustment',30000,'.067716','W1','','',0.00000,'EA',0.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',01/14/2019,15:57:40,1053499,1,'0',False,746805,'BROOKE',01/14/2019,15:57:40,'Adjustment to Event ID 1053284','',00/00/0000,'EA',0.00000,1.00000,1053284,0.00000
'S/N10335','PM','Pull Material',20005,'.097306','W1','','',4.00000,'EA',107.00000000,4.00000,'S/N10335',00/00/0000,'','','PS01',01/17/2019,00:00:00,1054170,1,'0',False,746663,'PAULS',01/17/2019,11:07:38,'','',00/00/0000,'EA',4.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20005,'.097305','W1','','',2.00000,'EA',88.00000000,2.00000,'S/N10335',00/00/0000,'','','PS01',01/17/2019,00:00:00,1054172,1,'0',False,746664,'PAULS',01/17/2019,11:07:38,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.097307','W1','','',2.00000,'EA',65.00000000,2.00000,'S/N10335',00/00/0000,'','','PS01',01/17/2019,00:00:00,1054174,1,'0',False,746696,'PAULS',01/17/2019,11:07:38,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.097304','W1','','',1.00000,'EA',92.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',01/17/2019,00:00:00,1054176,1,'0',False,746748,'PAULS',01/17/2019,11:07:39,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.097304','W1','','',1.00000,'EA',92.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',01/17/2019,00:00:00,1054176,2,'0',False,746748,'PAULS',01/17/2019,11:07:39,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.097300','W1','','',2.00000,'EA',165.00000000,2.00000,'S/N10335',00/00/0000,'','','PS01',01/17/2019,00:00:00,1054178,1,'0',False,746755,'PAULS',01/17/2019,11:07:39,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.097301','W1','','',1.00000,'EA',160.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',01/17/2019,00:00:00,1054180,1,'0',False,746756,'PAULS',01/17/2019,11:07:40,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.097302','W1','','',1.00000,'EA',110.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',01/17/2019,00:00:00,1054182,1,'0',False,746757,'PAULS',01/17/2019,11:07:40,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.097303','W1','','',1.00000,'EA',102.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',01/17/2019,00:00:00,1054184,1,'0',False,746758,'PAULS',01/17/2019,11:07:41,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.097313','W1','','',1.00000,'EA',100.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',01/17/2019,00:00:00,1054186,1,'0',False,746766,'PAULS',01/17/2019,11:07:41,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.093009','W1','','',1.00000,'EA',627.37000000,1.00000,'S/N10335',00/00/0000,'','','PS01',02/01/2019,00:00:00,1056842,1,'0',False,746741,'PAULS',02/01/2019,15:33:35,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',10015,'.093610','W1','','',1.00000,'EA',5352.68000000,1.00000,'S/N10335',00/00/0000,'','','PS01',02/05/2019,00:00:00,1057414,1,'0',False,746547,'PAULS',02/05/2019,14:38:11,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','CA','Cost Adjustment',10015,'.093610','W1','','',0.00000,'EA',-76.39000000,0.00000,'S/N10335',00/00/0000,'','','PS01',02/07/2019,09:06:16,1057591,1,'0',False,746547,'BROOKE',02/07/2019,09:06:16,'Adjustment to Event ID 1057414','',00/00/0000,'EA',0.00000,1.00000,1057414,0.00000
'S/N10335','CA','Cost Adjustment',10015,'.093610','W1','','',0.00000,'EA',0.13000000,0.00000,'S/N10335',00/00/0000,'','','PS01',02/20/2019,09:17:39,1059997,1,'0',False,746547,'BROOKE',02/20/2019,09:17:39,'Adjustment to Event ID 1057414','',00/00/0000,'EA',0.00000,1.00000,1057414,0.00000
'S/N10335','PM','Pull Material',20010,'.097829','W1','','',1.00000,'EA',3500.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',02/22/2019,00:00:00,1060556,1,'0',False,746682,'PAULS',02/22/2019,15:30:12,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.092315','W1','','',1.00000,'EA',100.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',02/22/2019,00:00:00,1060558,1,'0',False,746683,'PAULS',02/22/2019,15:30:13,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','CA','Cost Adjustment',20010,'.097829','W1','','',0.00000,'EA',0.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',02/22/2019,15:33:40,1060560,1,'0',False,746682,'BROOKE',02/22/2019,15:33:40,'Adjustment to Event ID 1060556','',00/00/0000,'EA',0.00000,1.00000,1060556,0.00000
'S/N10335','RM','Return Material',30000,'.067716','W1','','',-1.00000,'EA',854.25000000,-1.00000,'S/N10335',00/00/0000,'','','PS01',02/26/2019,00:00:00,1060950,1,'3',False,746805,'PAULS',02/26/2019,16:28:03,'','',00/00/0000,'EA',-1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20000,'.092269','W1','','',1.00000,'EA',420.53000000,1.00000,'S/N10335',00/00/0000,'','','PS01',02/27/2019,00:00:00,1061103,1,'0',False,746619,'PAULS',02/27/2019,16:20:52,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',10001,'.102806','W1','','',6.00000,'EA',0.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',03/05/2019,00:00:00,1062369,1,'1',False,758233,'PAULS',03/05/2019,13:41:46,'','',00/00/0000,'EA',6.00000,1.00000,0,0.00000
'S/N10335','CA','Cost Adjustment',10001,'.102806','W1','','',0.00000,'EA',100.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',03/05/2019,15:06:33,1062371,1,'0',False,758233,'BROOKE',03/05/2019,15:06:33,'Adjustment to Event ID 1062369','',00/00/0000,'EA',0.00000,1.00000,1062369,0.00000
'S/N10335','PM','Pull Material',70020,'.053887','W1','','',1.00000,'EA',30.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',03/06/2019,00:00:00,1062485,1,'0',False,758237,'PAULS',03/06/2019,11:03:16,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20000,'.091149','W1','','',1.00000,'EA',2079.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',03/19/2019,00:00:00,1064553,1,'0',False,746616,'PAULS',03/19/2019,16:26:36,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','CA','Cost Adjustment',10001,'.102806','W1','','',0.00000,'EA',200.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',03/26/2019,10:39:19,1065439,1,'0',False,758233,'PAULS',03/26/2019,10:39:19,'Adjustment to Event ID 1062369','',00/00/0000,'EA',0.00000,1.00000,1062369,0.00000
'S/N10335','RM','Return Material',10001,'.102806','W1','','',-6.00000,'EA',50.00000000,-6.00000,'S/N10335',00/00/0000,'','','PS01',03/26/2019,00:00:00,1065439,1,'3',False,758233,'PAULS',03/26/2019,10:39:19,'','',00/00/0000,'EA',-6.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',30000,'.067716','W1','','',1.00000,'EA',854.25000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/02/2019,00:00:00,1066883,1,'0',False,746805,'PAULS',04/02/2019,15:24:07,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20005,'.091155','W1','','',1.00000,'EA',2239.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/04/2019,00:00:00,1067236,1,'0',False,746654,'PAULS',04/04/2019,15:22:56,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20005,'.091156','W1','','',1.00000,'EA',2175.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/04/2019,00:00:00,1067238,1,'0',False,746655,'PAULS',04/04/2019,15:22:57,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.091151','W1','','',1.00000,'EA',793.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/04/2019,00:00:00,1067240,1,'0',False,746678,'PAULS',04/04/2019,15:22:57,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.091150','W1','','',1.00000,'EA',786.45000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/04/2019,00:00:00,1067242,1,'0',False,746679,'PAULS',04/04/2019,15:22:58,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.091201','W1','','',1.00000,'EA',699.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/04/2019,00:00:00,1067244,1,'0',False,746680,'PAULS',04/04/2019,15:22:58,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.091153','W1','','',1.00000,'EA',1875.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/04/2019,00:00:00,1067246,1,'0',False,746739,'PAULS',04/04/2019,15:22:59,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.091154','W1','','',1.00000,'EA',1954.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/04/2019,00:00:00,1067248,1,'0',False,746740,'PAULS',04/04/2019,15:22:59,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','CA','Cost Adjustment',10001,'.102806','W1','','',0.00000,'EA',-31.32000000,0.00000,'S/N10335',00/00/0000,'','','PS01',04/04/2019,08:24:46,1067639,1,'1',False,758233,'BROOKE',04/08/2019,08:24:46,'Adjustment to Event ID 1062369','',00/00/0000,'EA',0.00000,1.00000,1062369,0.00000
'S/N10335','PM','Pull Material',20015,'.091464','W1','','',1.00000,'EA',3329.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068131,1,'0',False,746734,'PAULS',04/08/2019,16:21:39,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.091756','W1','','',1.00000,'EA',130.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068133,1,'0',False,746736,'PAULS',04/08/2019,16:21:39,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.091821','W1','','',1.00000,'EA',223.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068135,1,'0',False,746737,'PAULS',04/08/2019,16:21:40,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20005,'.092001','W1','','',1.00000,'EA',5081.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068137,1,'0',False,746652,'PAULS',04/08/2019,16:21:40,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20000,'.092026','W1','','',1.00000,'EA',4800.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068139,1,'0',False,746614,'PAULS',04/08/2019,16:21:41,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.092070','W1','','',1.00000,'EA',5264.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068141,1,'0',False,746731,'PAULS',04/08/2019,16:21:41,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.093144','W1','','',1.00000,'EA',4257.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068143,1,'0',False,746733,'PAULS',04/08/2019,16:21:42,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.093155','W1','','',1.00000,'EA',2371.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068145,1,'0',False,746735,'PAULS',04/08/2019,16:21:42,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.093174','W1','','',1.00000,'EA',460.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068147,1,'0',False,746673,'PAULS',04/08/2019,16:21:43,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20000,'.093456','W1','','',1.00000,'EA',3489.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068149,1,'0',False,746615,'PAULS',04/08/2019,16:21:43,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.093686','W1','','',1.00000,'EA',1025.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068151,1,'0',False,746672,'PAULS',04/08/2019,16:21:44,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.093691','W1','','',1.00000,'EA',973.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068153,1,'0',False,746671,'PAULS',04/08/2019,16:21:44,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20015,'.093741','W1','','',1.00000,'EA',2756.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068155,1,'0',False,746732,'PAULS',04/08/2019,16:21:45,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20005,'.093882','W1','','',1.00000,'EA',598.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068157,1,'0',False,746653,'PAULS',04/08/2019,16:21:45,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.102107','W1','','',2.00000,'EA',80.00000000,2.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068159,1,'0',False,746674,'PAULS',04/08/2019,16:21:46,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.102476','W1','','',1.00000,'EA',780.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',04/08/2019,00:00:00,1068161,1,'0',False,747801,'PAULS',04/08/2019,16:21:46,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','CA','Cost Adjustment',20015,'.091464','W1','','',0.00000,'EA',0.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',04/09/2019,07:49:03,1068194,1,'0',False,746734,'BROOKE',04/09/2019,07:49:03,'Adjustment to Event ID 1068131','',00/00/0000,'EA',0.00000,1.00000,1068131,0.00000
'S/N10335','CA','Cost Adjustment',20015,'.091821','W1','','',0.00000,'EA',0.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',04/09/2019,07:49:04,1068196,1,'0',False,746737,'BROOKE',04/09/2019,07:49:04,'Adjustment to Event ID 1068135','',00/00/0000,'EA',0.00000,1.00000,1068135,0.00000
'S/N10335','CA','Cost Adjustment',20005,'.092001','W1','','',0.00000,'EA',0.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',04/09/2019,07:49:04,1068197,1,'0',False,746652,'BROOKE',04/09/2019,07:49:04,'Adjustment to Event ID 1068137','',00/00/0000,'EA',0.00000,1.00000,1068137,0.00000
'S/N10335','CA','Cost Adjustment',20000,'.092026','W1','','',0.00000,'EA',0.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',04/09/2019,07:49:04,1068198,1,'0',False,746614,'BROOKE',04/09/2019,07:49:04,'Adjustment to Event ID 1068139','',00/00/0000,'EA',0.00000,1.00000,1068139,0.00000
'S/N10335','CA','Cost Adjustment',20015,'.092070','W1','','',0.00000,'EA',0.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',04/09/2019,07:49:05,1068199,1,'0',False,746731,'BROOKE',04/09/2019,07:49:05,'Adjustment to Event ID 1068141','',00/00/0000,'EA',0.00000,1.00000,1068141,0.00000
'S/N10335','CA','Cost Adjustment',20015,'.093144','W1','','',0.00000,'EA',0.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',04/09/2019,07:49:05,1068200,1,'0',False,746733,'BROOKE',04/09/2019,07:49:05,'Adjustment to Event ID 1068143','',00/00/0000,'EA',0.00000,1.00000,1068143,0.00000
'S/N10335','CA','Cost Adjustment',20015,'.093155','W1','','',0.00000,'EA',0.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',04/09/2019,07:49:05,1068201,1,'0',False,746735,'BROOKE',04/09/2019,07:49:05,'Adjustment to Event ID 1068145','',00/00/0000,'EA',0.00000,1.00000,1068145,0.00000
'S/N10335','CA','Cost Adjustment',20000,'.093456','W1','','',0.00000,'EA',0.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',04/09/2019,07:49:06,1068203,1,'0',False,746615,'BROOKE',04/09/2019,07:49:06,'Adjustment to Event ID 1068149','',00/00/0000,'EA',0.00000,1.00000,1068149,0.00000
'S/N10335','CA','Cost Adjustment',20005,'.093882','W1','','',0.00000,'EA',0.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',04/09/2019,07:49:07,1068207,1,'0',False,746653,'BROOKE',04/09/2019,07:49:07,'Adjustment to Event ID 1068157','',00/00/0000,'EA',0.00000,1.00000,1068157,0.00000
'S/N10335','CA','Cost Adjustment',20010,'.093686','W1','','',0.00000,'EA',0.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',04/09/2019,07:49:09,1068210,1,'0',False,746672,'BROOKE',04/09/2019,07:49:09,'Adjustment to Event ID 1068151','',00/00/0000,'EA',0.00000,1.00000,1068151,0.00000
'S/N10335','CA','Cost Adjustment',20010,'.093691','W1','','',0.00000,'EA',0.00000000,0.00000,'S/N10335',00/00/0000,'','','PS01',04/09/2019,07:49:09,1068211,1,'0',False,746671,'BROOKE',04/09/2019,07:49:09,'Adjustment to Event ID 1068153','',00/00/0000,'EA',0.00000,1.00000,1068153,0.00000
'S/N10335','PM','Pull Material',10011,'.067306','W1','FRAME SHOP','',8.00000,'EA',16.22000000,8.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073374,1,'0',False,746537,'PAULS',05/07/2019,16:21:49,'','',00/00/0000,'EA',8.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',10011,'.063705','W1','FRAME SHOP','',2.00000,'EA',16.48000000,2.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073376,1,'0',False,746538,'PAULS',05/07/2019,16:21:49,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',10011,'.066421','W1','FRAME SHOP','',2.00000,'EA',22.00000000,2.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073378,1,'0',False,746539,'PAULS',05/07/2019,16:21:49,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',10011,'.062479','W1','FRAME SHOP','',4.00000,'EA',20.33000000,4.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073380,1,'0',False,746540,'PAULS',05/07/2019,16:21:49,'','',00/00/0000,'EA',4.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',10045,'.097528','W1','','',2.00000,'EA',29.48000000,2.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073382,1,'0',False,746607,'PAULS',05/07/2019,16:21:50,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20000,'.092259','W1','','',1.00000,'EA',518.60000000,1.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073388,1,'0',False,746617,'PAULS',05/07/2019,16:21:51,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20000,'.092263','W1','','',1.00000,'EA',40.41000000,1.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073390,1,'0',False,746618,'PAULS',05/07/2019,16:21:52,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20000,'.092264','W1','','',1.00000,'EA',189.24000000,1.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073392,1,'0',False,746620,'PAULS',05/07/2019,16:21:52,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20000,'.091840','W1','','',2.00000,'EA',210.35000000,2.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073394,1,'0',False,746621,'PAULS',05/07/2019,16:21:53,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20000,'.092240','W1','','',2.00000,'EA',137.40000000,2.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073396,1,'0',False,746622,'PAULS',05/07/2019,16:21:53,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20000,'.092335','W1','','',1.00000,'EA',23.36000000,1.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073398,1,'0',False,746623,'PAULS',05/07/2019,16:21:54,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20005,'.092152','W1','','',2.00000,'EA',92.00000000,2.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073400,1,'0',False,746656,'PAULS',05/07/2019,16:21:54,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20005,'.093932','W1','','',1.00000,'EA',190.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073402,1,'0',False,746657,'PAULS',05/07/2019,16:21:55,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20005,'.093433','W1','','',1.00000,'EA',56.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073404,1,'0',False,746658,'PAULS',05/07/2019,16:21:55,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20005,'.095205','W1','','',1.00000,'EA',374.05000000,1.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073406,1,'0',False,746659,'PAULS',05/07/2019,16:21:56,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',50000,'.092283','W1','','',1.00000,'EA',200.36000000,1.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073408,1,'0',False,746967,'PAULS',05/07/2019,16:21:56,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.092153','W1','','',2.00000,'EA',60.00000000,2.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073410,1,'0',False,746675,'PAULS',05/07/2019,16:21:57,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.092154','W1','','',2.00000,'EA',59.00000000,2.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073412,1,'0',False,746676,'PAULS',05/07/2019,16:21:57,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.092155','W1','','',2.00000,'EA',55.00000000,2.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073414,1,'0',False,746681,'PAULS',05/07/2019,16:21:58,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.102473','W1','','',2.00000,'EA',175.00000000,2.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073416,1,'0',False,747802,'PAULS',05/07/2019,16:21:58,'','',00/00/0000,'EA',2.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.097878','W1','','',1.00000,'EA',308.11000000,1.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073418,1,'0',False,746684,'PAULS',05/07/2019,16:21:59,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.097879','W1','','',1.00000,'EA',135.08000000,1.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073420,1,'0',False,746685,'PAULS',05/07/2019,16:21:59,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.095436','W1','','',1.00000,'EA',59.70000000,1.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073422,1,'0',False,746686,'PAULS',05/07/2019,16:22:00,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.096932','W1','','',1.00000,'EA',173.13000000,1.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073424,1,'0',False,746687,'PAULS',05/07/2019,16:22:00,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
'S/N10335','PM','Pull Material',20010,'.091087','W1','','',1.00000,'EA',8.00000000,1.00000,'S/N10335',00/00/0000,'','','PS01',05/07/2019,00:00:00,1073426,1,'0',False,746688,'PAULS',05/07/2019,16:22:01,'','',00/00/0000,'EA',1.00000,1.00000,0,0.00000
