'Amt','Pono','RowNum','ReqPrc.RequisitType','ReqPrc.ItemNo','ReqPrc.UOMPurchase','ReqPrc.JobNo','Qtyremn','Desc','Reqdate','0.cLineTypeDesc'
203.00000,'43877',8,'IN','.102616','EA','',11.00000,'LOCK BAR ADJUSTING HOUSING WELDMENT',10/18/2019,'Inventory'
204.00000,'43877',9,'IN','.102625','EA','',10.00000,'WELDMENT SPRING LOCK CAP RT SUSPENSION',10/18/2019,'Inventory'
550.00000,'43877',12,'IN','.102796','EA','',2.00000,'REAR AXLE LOCK SUBFRAME MOUNT LH',10/18/2019,'Inventory'
550.00000,'43877',15,'IN','.102797','EA','',2.00000,'REAR AXLE LOCK SUBFRAME MOUNT RH',10/18/2019,'Inventory'
425.00000,'43877',18,'IN','.104569','EA','',2.00000,'AXLE LOCK WELDMENT SS W/CABMOUNT',10/18/2019,'Inventory'
425.00000,'43877',19,'IN','.104570','EA','',2.00000,'AXLELOCK WELDMENT CS W/CABMOUNT',10/18/2019,'Inventory'
980.00000,'43878',1,'IN','.025399','EA','',2.00000,'LEVELING TUBE WELDMENT  UB40/A40',09/26/2019,'Inventory'
879.00000,'43878',2,'IN','.026707','EA','',1.00000,'WELDMENT THIRD KNUCKLE LINKAGE UB40-60',09/26/2019,'Inventory'
2605.33000,'43878',5,'IN','.027988','EA','',1.00000,'WELDMENT T2 LOWER UB40-60',09/26/2019,'Inventory'
2563.00000,'43878',8,'IN','.027995','EA','',1.00000,'WELDMENT T2 UPPER UB40-60',09/26/2019,'Inventory'
5716.00000,'43878',11,'IN','.066148','EA','',1.00000,'WELDMENT MAIN BOOM A40',09/26/2019,'Inventory'
3960.36000,'43878',14,'IN','.066673','EA','',1.00000,'WELDMENT SECOND BOOM A40',09/26/2019,'Inventory'
8853.00000,'43878',15,'IN','.066696','EA','',1.00000,'WELDMENT MAIN ROTATION A40  T-1',09/26/2019,'Inventory'
4041.91000,'43878',18,'IN','.067269','EA','',1.00000,'WELDMENT BOOM 3 OUTER A40-1',09/26/2019,'Inventory'
2800.00000,'43878',21,'IN','.093478','EA','',1.00000,'BOOM-3 INNER WELDMENT A40 ALUM PLATFORM',09/26/2019,'Inventory'
390.00000,'43879',1,'IN','.098983','EA','',1.00000,'WELDMENT 3RD KNUCKLE LINK B-32  23.63',10/17/2019,'Inventory'
360.09000,'43879',4,'IN','.101025','EA','',1.00000,'WELDMENT B32 LEVELING BRACKET',10/17/2019,'Inventory'
1920.00000,'43879',7,'IN','.101031','EA','',1.00000,'WELDMENT BOOM-3 INNER B-32',10/17/2019,'Inventory'
2885.00000,'43879',8,'IN','.101034','EA','',1.00000,'WELDMENT BOOM-3 OUTER B-32',10/17/2019,'Inventory'
950.00000,'43879',11,'IN','.101056','EA','',1.00000,'WELDMENT TURRET-2 LOWER B-32',10/17/2019,'Inventory'
1400.00000,'43879',14,'IN','.101059','EA','',1.00000,'WELDMENT TURRET-2 UPPER B-32',10/17/2019,'Inventory'
3702.00000,'43879',17,'IN','.101287','EA','',1.00000,'WELDMENT TURRET-1 B-32',10/17/2019,'Inventory'
2602.00000,'43879',20,'IN','.101296','EA','',1.00000,'WELDMENT TURRET-1 CTWT BOX B-32 RAIL',10/17/2019,'Inventory'
42.00000,'43879',23,'IN','.101304','EA','',1.00000,'CTWT COVER PLATE B32 R',10/17/2019,'Inventory'
2751.07000,'43879',24,'IN','.101541','EA','',1.00000,'WELDMENT BOOM-2  B-32',10/17/2019,'Inventory'
4450.00000,'43879',27,'IN','.101702','EA','',1.00000,'WELDMENT BOOM-1 B-32 15 FOOT',10/17/2019,'Inventory'
562.30000,'43879',28,'IN','.101758','EA','',1.00000,'WELDMENT PLATFORM OUTER SHELL B-32',10/17/2019,'Inventory'
1000.00000,'43879',29,'IN','.101773','EA','',1.00000,'WELDMENT PLATFORM MOUNT B32 LOAD CELLS',10/17/2019,'Inventory'
390.00000,'43880',1,'IN','.098983','EA','',1.00000,'WELDMENT 3RD KNUCKLE LINK B-32  23.63',11/27/2019,'Inventory'
360.09000,'43880',4,'IN','.101025','EA','',1.00000,'WELDMENT B32 LEVELING BRACKET',11/27/2019,'Inventory'
1920.00000,'43880',7,'IN','.101031','EA','',1.00000,'WELDMENT BOOM-3 INNER B-32',11/27/2019,'Inventory'
2885.00000,'43880',8,'IN','.101034','EA','',1.00000,'WELDMENT BOOM-3 OUTER B-32',11/27/2019,'Inventory'
950.00000,'43880',11,'IN','.101056','EA','',1.00000,'WELDMENT TURRET-2 LOWER B-32',11/27/2019,'Inventory'
1400.00000,'43880',14,'IN','.101059','EA','',1.00000,'WELDMENT TURRET-2 UPPER B-32',11/27/2019,'Inventory'
3702.00000,'43880',17,'IN','.101287','EA','',1.00000,'WELDMENT TURRET-1 B-32',11/27/2019,'Inventory'
2602.00000,'43880',20,'IN','.101296','EA','',1.00000,'WELDMENT TURRET-1 CTWT BOX B-32 RAIL',11/27/2019,'Inventory'
42.00000,'43880',23,'IN','.101304','EA','',1.00000,'CTWT COVER PLATE B32 R',11/27/2019,'Inventory'
2751.07000,'43880',24,'IN','.101541','EA','',1.00000,'WELDMENT BOOM-2  B-32',11/27/2019,'Inventory'
4450.00000,'43880',27,'IN','.101702','EA','',1.00000,'WELDMENT BOOM-1 B-32 15 FOOT',11/27/2019,'Inventory'
562.30000,'43880',28,'IN','.101758','EA','',1.00000,'WELDMENT PLATFORM OUTER SHELL B-32',11/27/2019,'Inventory'
1000.00000,'43880',29,'IN','.101773','EA','',1.00000,'WELDMENT PLATFORM MOUNT B32 LOAD CELLS',11/27/2019,'Inventory'
2756.00000,'43881',4,'MT','.093741','EA','',1.00000,'COUNTERWEIGHT SHELL WELDMENT OFFSET',10/30/2019,'Material'
598.00000,'43881',5,'MT','.093882','EA','',1.00000,'THIRD KNUCKLE LINK WELDMENT A52-A62',10/30/2019,'Material'
80.00000,'43881',6,'MT','.102107','EA','',2.00000,'TENSION LINK PLATFORM A52/A62/75',10/30/2019,'Material'
223.00000,'43881',9,'MT','.106003','EA','',1.00000,'BOOM REST WELDMENT T1- OFFSET',10/30/2019,'Material'
5081.00000,'43881',10,'MT','.106009','EA','',1.00000,'WELDMENT A62-5 BOOM 2',10/30/2019,'Material'
3589.52000,'43881',11,'MT','.106012','EA','',1.00000,'BOOM 3 OUTER WELDMENT A62-5',10/30/2019,'Material'
5264.00000,'43881',12,'MT','.106000','EA','',1.00000,'WELDMENT T1 A62-5',10/30/2019,'Material'
4257.00000,'43881',13,'MT','.106051','EA','',1.00000,'WELDMENT A62-5 BOOM 1',10/30/2019,'Material'
2371.00000,'43881',14,'MT','.106007','EA','',1.00000,'TURRET-2 LOWER WELDMENT A52/A62-5',10/30/2019,'Material'
460.00000,'43881',15,'MT','.106015','EA','',1.00000,'LEVEL FRAME WELDMENT A62-5',10/30/2019,'Material'
3489.00000,'43881',16,'MT','.106055','EA','',1.00000,'BOOM 3 INNER WELDMENT A62-5',10/30/2019,'Material'
1025.00000,'43881',17,'MT','.106061','EA','',1.00000,'WELDMENT BOOM 4 INNER A62-5',10/30/2019,'Material'
973.00000,'43881',18,'MT','.106014','EA','',1.00000,'WELDMENT BOOM 4 OUTER A62-5',10/30/2019,'Material'
3329.00000,'43881',19,'MT','.106006','EA','',1.00000,'TURRET-2 UPPER WELDMENT A52/A62-5',10/30/2019,'Material'
130.00000,'43881',20,'MT','.091756','EA','',1.00000,'PLATE  CWT COVER  A52/A62  OFFSET',10/30/2019,'Material'
2756.00000,'43882',1,'MT','.093741','EA','',1.00000,'COUNTERWEIGHT SHELL WELDMENT OFFSET',11/15/2019,'Material'
598.00000,'43882',2,'MT','.093882','EA','',1.00000,'THIRD KNUCKLE LINK WELDMENT A52-A62',11/15/2019,'Material'
80.00000,'43882',3,'MT','.102107','EA','',2.00000,'TENSION LINK PLATFORM A52/A62/75',11/15/2019,'Material'
223.00000,'43882',6,'MT','.106003','EA','',1.00000,'BOOM REST WELDMENT T1- OFFSET',11/15/2019,'Material'
5081.00000,'43882',7,'MT','.106009','EA','',1.00000,'WELDMENT A62-5 BOOM 2',11/15/2019,'Material'
3589.52000,'43882',8,'MT','.106012','EA','',1.00000,'BOOM 3 OUTER WELDMENT A62-5',11/15/2019,'Material'
5264.00000,'43882',9,'MT','.106000','EA','',1.00000,'WELDMENT T1 A62-5',11/15/2019,'Material'
4257.00000,'43882',10,'MT','.106051','EA','',1.00000,'WELDMENT A62-5 BOOM 1',11/15/2019,'Material'
2371.00000,'43882',11,'MT','.106007','EA','',1.00000,'TURRET-2 LOWER WELDMENT A52/A62-5',11/15/2019,'Material'
460.00000,'43882',12,'MT','.106015','EA','',1.00000,'LEVEL FRAME WELDMENT A62-5',11/15/2019,'Material'
3489.00000,'43882',13,'MT','.106055','EA','',1.00000,'BOOM 3 INNER WELDMENT A62-5',11/15/2019,'Material'
1025.00000,'43882',14,'MT','.106061','EA','',1.00000,'WELDMENT BOOM 4 INNER A62-5',11/15/2019,'Material'
973.00000,'43882',15,'MT','.106014','EA','',1.00000,'WELDMENT BOOM 4 OUTER A62-5',11/15/2019,'Material'
3329.00000,'43882',16,'MT','.106006','EA','',1.00000,'TURRET-2 UPPER WELDMENT A52/A62-5',11/15/2019,'Material'
130.00000,'43882',17,'MT','.091756','EA','',1.00000,'PLATE  CWT COVER  A52/A62  OFFSET',11/15/2019,'Material'
2756.00000,'43883',1,'MT','.093741','EA','',1.00000,'COUNTERWEIGHT SHELL WELDMENT OFFSET',12/06/2019,'Material'
598.00000,'43883',2,'MT','.093882','EA','',1.00000,'THIRD KNUCKLE LINK WELDMENT A52-A62',12/06/2019,'Material'
80.00000,'43883',3,'MT','.102107','EA','',2.00000,'TENSION LINK PLATFORM A52/A62/75',12/06/2019,'Material'
223.00000,'43883',6,'MT','.106003','EA','',1.00000,'BOOM REST WELDMENT T1- OFFSET',12/06/2019,'Material'
5081.00000,'43883',7,'MT','.106009','EA','',1.00000,'WELDMENT A62-5 BOOM 2',12/06/2019,'Material'
3589.52000,'43883',8,'MT','.106012','EA','',1.00000,'BOOM 3 OUTER WELDMENT A62-5',12/06/2019,'Material'
5264.00000,'43883',9,'MT','.106000','EA','',1.00000,'WELDMENT T1 A62-5',12/06/2019,'Material'
4257.00000,'43883',10,'MT','.106051','EA','',1.00000,'WELDMENT A62-5 BOOM 1',12/06/2019,'Material'
2371.00000,'43883',11,'MT','.106007','EA','',1.00000,'TURRET-2 LOWER WELDMENT A52/A62-5',12/06/2019,'Material'
460.00000,'43883',12,'MT','.106015','EA','',1.00000,'LEVEL FRAME WELDMENT A62-5',12/06/2019,'Material'
3489.00000,'43883',13,'MT','.106055','EA','',1.00000,'BOOM 3 INNER WELDMENT A62-5',12/06/2019,'Material'
1025.00000,'43883',14,'MT','.106061','EA','',1.00000,'WELDMENT BOOM 4 INNER A62-5',12/06/2019,'Material'
973.00000,'43883',15,'MT','.106014','EA','',1.00000,'WELDMENT BOOM 4 OUTER A62-5',12/06/2019,'Material'
3329.00000,'43883',16,'MT','.106006','EA','',1.00000,'TURRET-2 UPPER WELDMENT A52/A62-5',12/06/2019,'Material'
130.00000,'43883',17,'MT','.091756','EA','',1.00000,'PLATE  CWT COVER  A52/A62  OFFSET',12/06/2019,'Material'
707.14000,'43884',1,'IN','.100105','EA','',1.00000,'CONTROLLER MC50-110  11138533',09/06/2019,'Inventory'
355.10000,'43884',2,'IN','.100106','EA','',1.00000,'CONTROLLER MC24-110  11138532',09/06/2019,'Inventory'
218.88000,'43884',3,'IN','.100107','EA','',1.00000,'CONTROLLER MC12-110  11138537',09/06/2019,'Inventory'
1787.92000,'43884',4,'IN','.100108','EA','',1.00000,'DISPLAY  DP700  11154075',09/06/2019,'Inventory'
1439.36000,'43885',1,'MT','.091021','EA','',5.00000,'PUMP PISTON CW ROT LOAD SENSE',10/31/2019,'Material'
1439.36000,'43885',2,'MT','.091021','EA','',5.00000,'PUMP PISTON CW ROT LOAD SENSE',01/02/2020,'Material'
205.71000,'43885',3,'MT','.091022','EA','',5.00000,'PUMP GEAR CW ROTATION SNP2/06-DSC06',10/31/2019,'Material'
205.71000,'43885',4,'MT','.091022','EA','',5.00000,'PUMP GEAR CW ROTATION SNP2/06-DSC06',01/02/2020,'Material'
975.00000,'43886',1,'MT','.103102','EA','',5.00000,'HYDRAULIC TANK ASSY  50 GALLON',11/01/2019,'Material'
975.00000,'43886',2,'MT','.103102','EA','',5.00000,'HYDRAULIC TANK ASSY  50 GALLON',01/08/2020,'Material'
17.11000,'43887',1,'IN','.061751','EA','',2.00000,'SWITCH BRACKET SECOND ROTATION',09/05/2019,'Inventory'
21.42000,'43887',2,'IN','.061839','EA','',2.00000,'TAB BRACKET MOUNT SECOND ROTATION',09/05/2019,'Inventory'
28.32000,'43887',3,'IN','.062479','EA','',10.00000,'MUD FLAP PLATE 10GA X 10 X 24',09/05/2019,'Inventory'
14.86000,'43887',6,'IN','.066045','EA','',2.00000,'PLATE-SENSOR MT ALUM 3/16 X 4 -3/4',09/05/2019,'Inventory'
15.09000,'43887',7,'IN','.067523','EA','',4.00000,'LIGHT GUARD FRONT TAIL LIGHT',09/05/2019,'Inventory'
191.79000,'43887',8,'IN','.069278','EA','',1.00000,'T-1 VALVE COVER PLATE 16 GA (A40)',09/05/2019,'Inventory'
43.31000,'43887',11,'IN','.069742','EA','',4.00000,'OEM SUPERFLEX CAP PLATE ALUM',09/05/2019,'Inventory'
185.54000,'43887',14,'IN','.092260','EA','',3.00000,'CATRAC BOX  BASE PLATE 1/8 ALUMINUM',09/05/2019,'Inventory'
77.29000,'43887',17,'IN','.092261','EA','',3.00000,'CATRAC BOX  TRAY PLATE  1/8 3003 ALUM',09/05/2019,'Inventory'
23.19000,'43887',18,'IN','.092262','EA','',18.00000,'CATRAC BOX  MOUNT PL 1/4 ALUM 5052 MIN',09/05/2019,'Inventory'
12.16000,'43887',19,'IN','.092270','EA','',4.00000,'CATRAC TUBE EAR PLATE BM 3 1/4 6061 ALUM',09/05/2019,'Inventory'
29.18000,'43887',20,'IN','.093501','EA','',4.00000,'CONTROL GUARD SIDE PLATE 3/16 ALUMINUM',09/05/2019,'Inventory'
55.60000,'43887',21,'IN','.093673','EA','',1.00000,'LADDER PIVOT EAR 1/4 A36',09/05/2019,'Inventory'
23.37000,'43887',24,'IN','.093752','EA','',5.00000,'INTERCOM MOUNT PLATE T-1 FRC 1/8 ALUM',09/05/2019,'Inventory'
29.58000,'43887',27,'IN','.093760','EA','',5.00000,'CAMERA COVER PLATE 1/8" ALUM 3.5 X 11.28',09/05/2019,'Inventory'
120.36000,'43887',28,'IN','.096229','EA','',1.00000,'CATRAC BOX  BASE PLATE 16 GA',09/05/2019,'Inventory'
221.55000,'43887',31,'IN','.096231','EA','',1.00000,'CATRAC HOSE PAN 14 GA X 11',09/05/2019,'Inventory'
168.58000,'43887',32,'IN','.096233','EA','',1.00000,'CATRAC BOX COVER 16 GA',09/05/2019,'Inventory'
2.05000,'43887',35,'IN','.096236','EA','',1.00000,'PLATE BOTTOM HOSE GUIDE 14 GA',09/05/2019,'Inventory'
4.39000,'43887',36,'IN','.096237','EA','',1.00000,'PLATE HOSE GUIDE 14 GA X 4 7/8 X 8 3/8',09/05/2019,'Inventory'
10.65000,'43887',37,'IN','.096247','EA','',1.00000,'COVER CATRAC 16 GA X 4 15/16 X 12 7/16',09/05/2019,'Inventory'
16.09000,'43887',38,'IN','.096677','EA','',1.00000,'STEP PLATE RH 3/16 A36 STEEL',09/05/2019,'Inventory'
16.12000,'43887',41,'IN','.096678','EA','',1.00000,'STEP PLATE LH 3/16 A36 STEEL',09/05/2019,'Inventory'
120.11000,'43887',44,'IN','.097839','EA','',1.00000,'COVER WELDMENT A62-3 PLATFORM',09/05/2019,'Inventory'
242.38000,'43887',47,'IN','.098268','EA','',1.00000,'PLATE CATRAC CHANNEL 1/8 ALUMINUM',09/05/2019,'Inventory'
179.34000,'43887',50,'IN','.098780','EA','',2.00000,'TAIL LIGHT COVER B32 14GA STEEL',09/05/2019,'Inventory'
73.19000,'43887',53,'IN','.098922','EA','',2.00000,'CRADLE BASE PLATE 1/4 ALUMINUM',09/05/2019,'Inventory'
21.72000,'43887',54,'IN','.100115','EA','',6.00000,'CAB STAND LOWER LEG 3/16 ALUM',09/05/2019,'Inventory'
21.72000,'43887',57,'IN','.100115','EA','',10.00000,'CAB STAND LOWER LEG 3/16 ALUM',09/05/2019,'Inventory'
21.58000,'43887',60,'IN','.100118','EA','',4.00000,'SPEAKER PLATE 3/16 ALUM 7 X 10 5/16',09/05/2019,'Inventory'
18.82000,'43887',63,'IN','.100119','EA','',5.00000,'MICROPHONE MOUNT 3/16 ALUM 3 X 6 3/16',09/05/2019,'Inventory'
5.47000,'43887',66,'IN','.100121','EA','',4.00000,'FORMED BAR 3/16 X 2 X 25 5/16',09/05/2019,'Inventory'
13.33000,'43887',69,'IN','.100122','EA','',4.00000,'RAM MOUNT 3/16 X 2 1/4 X 10 13/16',09/05/2019,'Inventory'
43.38000,'43887',72,'IN','.100176','EA','',1.00000,'DECAL PLATE B32 CAB 030 ALUMINUM',09/05/2019,'Inventory'
150.39000,'43887',73,'IN','.101091','EA','',1.00000,'GEAR SHIELD T-1 WELDMENT ALUMINUM',09/05/2019,'Inventory'
150.39000,'43887',76,'IN','.101096','EA','',1.00000,'GEAR SHIELD T-2 WELDMENT ALUMINUM',09/05/2019,'Inventory'
29.21000,'43887',77,'IN','.101120','EA','',1.00000,'BUMPER MOUNT 10 GA A36  2 1/4 X 6',09/05/2019,'Inventory'
44.75000,'43887',78,'IN','.101142','EA','',1.00000,'BRACKET HOSE CARRIER 10 GA SS2 X 10 3/32',09/05/2019,'Inventory'
44.55000,'43887',81,'IN','.101236','EA','',1.00000,'BRACKET E STOP AND OUTLET 1/8 X 7 1/4 X',09/05/2019,'Inventory'
21.26000,'43887',84,'IN','.101270','EA','',1.00000,'SPRING MOUNT PLATE 1/4" A36 7 1/2 X 50',09/05/2019,'Inventory'
9.86000,'43887',85,'IN','.101271','EA','',4.00000,'BOLTING EAR 1/4 X 2 X 2',09/05/2019,'Inventory'
65.21000,'43887',86,'IN','.101374','EA','',1.00000,'VALVE MOUNT BRACKET B-32  T-1   3/16',09/05/2019,'Inventory'
67.16000,'43887',87,'IN','.101375','EA','',1.00000,'VALVE BRACKET B-32  3/16 A-36',09/05/2019,'Inventory'
157.73000,'43887',88,'IN','.101379','EA','',1.00000,'VALVE COVER B32 14 GA A36',09/05/2019,'Inventory'
33.07000,'43887',89,'IN','.101380','EA','',1.00000,'FRONT COVER 14 GA A36',09/05/2019,'Inventory'
33.07000,'43887',90,'IN','.101381','EA','',1.00000,'BACK COVER 14 GA A36',09/05/2019,'Inventory'
46.94000,'43887',93,'IN','.101383','EA','',1.00000,'HINGE DOUBLER PLATE 10 GA A36 1 1/2',09/05/2019,'Inventory'
29.09000,'43887',94,'IN','.101465','EA','',2.00000,'REST MOUNT BASE PLATE 1/4 A36',09/05/2019,'Inventory'
531.50000,'43887',95,'IN','.101601','EA','',1.00000,'LIGHT PANEL B32R 10 GA STEEL 11 X 105.63',09/05/2019,'Inventory'
113.53000,'43887',96,'IN','.101603','EA','',2.00000,'STEP SIDE PLATE 10 GA X 7 3/8 X 13 1/2',09/05/2019,'Inventory'
97.47000,'43887',97,'IN','.101614','EA','',1.00000,'DECK PLATE ALUMINUM 3/16 27 1/2 X 68 1/2',09/05/2019,'Inventory'
27.49000,'43887',98,'IN','.102609','EA','',2.00000,'PROX HOLDER RR AXLE 10 GA SS',09/05/2019,'Inventory'
500.00000,'43888',1,'IN','.025321','EA','',1.00000,'BEARING PLATE TOP 1 1/4 X 34',09/10/2019,'Inventory'
7.50000,'43888',2,'IN','.026639','EA','',4.00000,'GUSSET 1/2 X 3 X 5',09/10/2019,'Inventory'
8.50000,'43888',3,'IN','.026640','EA','',6.00000,'GUSSET 1/2 X 4 X 5',09/10/2019,'Inventory'
80.00000,'43888',4,'IN','.062699','EA','',2.00000,'PEDESTAL SIDE PLATE DETAIL',09/10/2019,'Inventory'
85.00000,'43888',7,'IN','.062700','EA','',2.00000,'PEDESTAL SIDE PLATE DETAIL',09/10/2019,'Inventory'
40.00000,'43888',10,'IN','.062701','EA','',4.00000,'FLAT BAR DETAIL 1/2 X 7 X 15',09/10/2019,'Inventory'
150.00000,'43889',1,'IN','.022954','EA','',4.00000,'ADAPTER PLATE UB50 60 1 X 6 X 11 1/2',09/11/2019,'Inventory'
50.00000,'43889',4,'IN','.025411','EA','',2.00000,'CROSSER 2OD X 1 9/16 CDSM TUBING X 22',09/11/2019,'Inventory'
23.00000,'43889',7,'IN','.026733','EA','',6.00000,'PLATE ROLLER DETAIL',09/11/2019,'Inventory'
42.00000,'43889',10,'IN','.028330','EA','',1.00000,'BAR MOUNTING 1/4 X 10',09/11/2019,'Inventory'
44.00000,'43889',13,'IN','.028332','EA','',1.00000,'BAR MOUNTING 1/4 X 20',09/11/2019,'Inventory'
22.00000,'43889',16,'IN','.029224','EA','',6.00000,'PLATE DETAIL 1/4  X 2 7/8 A 656 GRD 80',09/11/2019,'Inventory'
30.00000,'43889',17,'IN','.058238','EA','',10.00000,'HAND RAIL 18" HEIGHT',09/11/2019,'Inventory'
225.00000,'43889',18,'IN','.060178','EA','',1.00000,'PLATE COVER 1/4 X 35 9/16 X 63 1/2',09/11/2019,'Inventory'
40.00000,'43889',21,'IN','.065022','EA','',1.00000,'PIPE RAIL 3/4" SCH 40 X 84 1/2',09/11/2019,'Inventory'
20.00000,'43889',22,'IN','.065023','EA','',2.00000,'PIPE RAIL 3/4" SCH 40 X 34',09/11/2019,'Inventory'
30.00000,'43889',23,'IN','.091244','EA','',1.00000,'PLATE CYL SUPPORT .25 X 12.50L A656-80',09/11/2019,'Inventory'
55.00000,'43889',24,'IN','.092155','EA','',6.00000,'PUSH LINK PLATFORM A62-1',09/11/2019,'Inventory'
3.06000,'43891',1,'IN','.091160','EA','',30.00000,'ROLLER WHEEL .50 X  2.00 DIA',09/26/2019,'Inventory'
9.19000,'43891',2,'IN','.091166','EA','',20.00000,'SPACER 2.50 OD X 1.53 ID X  3.50 LG',09/26/2019,'Inventory'
13.97000,'43891',3,'IN','.091243','EA','',12.00000,'WEAR PAD .50 X 1.50 X 7.50 NYLATRON703XL',09/26/2019,'Inventory'
12.32000,'43891',4,'IN','.091356','EA','',10.00000,'WEAR PAD 1 X 1 X 6.19 L NYLATRON 703XL',09/26/2019,'Inventory'
5.96000,'43891',5,'IN','.091357','EA','',20.00000,'WEAR PAD .50 X 1.25 X 5.94 NYLATRON703XL',09/26/2019,'Inventory'
17.28000,'43891',6,'IN','.098270','EA','',12.00000,'BUMPER BOOM  UHMW 1.00 X 1.75 X 6.00',09/26/2019,'Inventory'
28.31000,'43891',7,'IN','.101604','EA','',5.00000,'BOOM PAD  B32 B2/B3 1 X 6 X 9.5',09/26/2019,'Inventory'
26.03000,'43893',1,'IN','.063424','EA','',24.00000,'ADJUSTABLE LATCH  C2-32-27',10/31/2019,'Inventory'
24.03000,'43894',1,'IN','.100845','EA','',24.00000,'ENGINE MOUNT 52011-45',12/06/2019,'Inventory'
4.11000,'43895',1,'IN','.020395','EA','',20.00000,'BEARING DX  2 ID X 1 LG',10/03/2019,'Inventory'
5.31000,'43895',2,'IN','.021113','EA','',20.00000,'BEARING DX  2 ID X 1 1/2 LG',10/03/2019,'Inventory'
8.99000,'43895',3,'IN','.025291','EA','',10.00000,'BEARING DX  2 1/2 ID X 2 LG',10/03/2019,'Inventory'
49.80000,'43895',4,'IN','.026711','EA','',4.00000,'BEARING WIDE INNER RING RA-108-RR',10/03/2019,'Inventory'
3.42000,'43895',5,'IN','.032367','EA','',10.00000,'BEARING DX  1 1/2 ID X 1 1/2',10/03/2019,'Inventory'
10.35000,'43895',6,'IN','.043451','EA','',4.00000,'BEARING RING MI 16',10/03/2019,'Inventory'
34.93000,'43895',7,'IN','.061736','EA','',4.00000,'BEARING ROLLER  GR-20-SS',10/03/2019,'Inventory'
27.50000,'43895',9,'IN','.064048','EA','',4.00000,'BEARING DU 3 1/2" ID X 4" LG 56MU64',10/03/2019,'Inventory'
18.45000,'43895',10,'IN','.069720','EA','',1.00000,'FITTING 1704-12-16 90 DEG  JIC-CODE 61',10/03/2019,'Inventory'
46.86000,'43895',11,'IN','.069739','EA','',1.00000,'FITTING 24GSP-32FL90-080',10/03/2019,'Inventory'
2.09000,'43895',12,'IN','.069961','EA','',20.00000,'BEARING DX 1-1/2  X  3/4 LG',10/03/2019,'Inventory'
42.81000,'43895',13,'IN','.090267','EA','',8.00000,'ROLLER McGILL  2 DIA X  1.25  CCYR-2-S',10/03/2019,'Inventory'
3.19000,'43895',14,'IN','.091412','EA','',4.00000,'BEARING DX 1 1/4 X 3/4',10/03/2019,'Inventory'
50.56000,'43895',18,'IN','.335500','EA','',6.00000,'BUSHING 1 1/2 SELF ALIGNING BALL',10/03/2019,'Inventory'
132.90000,'43896',1,'IN','.095933','EA','',2.00000,'FLOOD LIGHT - 12-VOLT LED W/ SWITCH',10/01/2019,'Inventory'
100.00000,'43899',1,'IN','.098862','EA','',1.00000,'TOOL TRAY ALUMINUM PLATFORM',10/18/2019,'Inventory'
3500.00000,'43899',2,'IN','.101794','EA','',1.00000,'PLATFORM 38 X 60 B32 SOLID SIDES 600 LB',10/18/2019,'Inventory'
465.42000,'43902',1,'IN','.028010','EA','',1.00000,'HOSE CARRIER SC-75 GTW 11811',09/17/2019,'Inventory'
57.86000,'43902',3,'IN','.091183','EA','',1.00000,'HOSE CARRIER  A62-1 BOOM 4',09/17/2019,'Inventory'
371.50000,'43902',4,'IN','.096323','EA','',1.00000,'HOSE CARRIER SC-75 -3.75 BAR WIDTH',09/17/2019,'Inventory'
38.97000,'43902',5,'IN','.098242','EA','',2.00000,'HOSE CARRIER BM4 B32',09/17/2019,'Inventory'
4880.00000,'43903',1,'MT','.104628','EA','',1.00000,'SUBFRAME A40 MISSISSIPPI 10349',08/08/2019,'Material'
157.50000,'43903',2,'SC','SURFACE','EA','SP296961',1.00000,'SURFACE BEARING PL',08/08/2019,'Subcontract'
320.00000,'43903',4,'SC','067457','EA','SP296961',1.00000,'067457 WELD TOWER A40',08/08/2019,'Subcontract'
19458.00000,'43904',1,'MT','.104631','EA','',1.00000,'SUBFRAME DECK WELDMENT B-32R 10348',11/27/2019,'Material'
159.70000,'43904',2,'MT','.098208','EA','',1.00000,'WELDMENT REAR BUMPER  BOLT-ON',11/27/2019,'Material'
900.00000,'43905',1,'IN','.081129','EA','',2.00000,'LEVELING VALVE WIDE 2 SLOT 65-13-276050',09/05/2019,'Inventory'
19.22000,'43908',1,'IN','.061528','FT','',14.00000,'DOCK BUMPER  GSX-200',09/12/2019,'Inventory'
0.00000,'43909',1,'IN','.062565','EA','',100.00000,'TERMINAL 2 CONDUCTOR WAGO 264-711',09/04/2019,'Inventory'
344.79000,'43910',1,'IN','.104563','EA','',2.00000,'CATRAC IGUS E4-42-15-125-0',09/06/2019,'Inventory'
7570.00000,'43911',1,'IN','.103770','EA','',1.00000,'ENGINE ISUZU 10 KW  3CE1 TIER 4 FINAL',10/25/2019,'Inventory'
66.88000,'43913',1,'IN','.069775','EA','',8.00000,'COUNTERBALANCE VALVE   4.5:1',09/03/2019,'Inventory'
35.00000,'43914',1,'IN','.064550','EA','',10.00000,'U-BOLT 3/8 CD 1018',09/05/2019,'Inventory'
6.21000,'43915',1,'IN','.092115','EA','',5.00000,'WELD NUT ROUND  3/8-16NC',09/28/2019,'Inventory'
8.54000,'43915',2,'IN','.095007','EA','',4.00000,'CAPSCREW 5/8-11 UNC X 8-1/2" LG GR 8',09/28/2019,'Inventory'
