'ImSup.Itemkey','ImSup.OrderCost','ImSup.OrderUOM','ImSup.Vendkey','ImSup.TerminatDate','0.lInclude?'
'.651034',130.00000,'EA','JNF01',00/00/0000,True
'.651037',63.28000,'EA','JNF01',00/00/0000,True
'.651948',180.00000,'EA','JNF01',00/00/0000,True
'.651985',10.40000,'EA','JNF01',00/00/0000,True
'.652012',22.79000,'EA','JNF01',00/00/0000,True
'.652018',42.87000,'EA','JNF01',00/00/0000,True
'.652025',120.28000,'EA','JNF01',00/00/0000,True
'.652069',18.78000,'EA','JNF01',00/00/0000,True
'.652077',30.89000,'EA','JNF01',00/00/0000,True
'.652098',1.09000,'EA','JNF01',00/00/0000,True
'.652102',13.71000,'EA','JNF01',00/00/0000,True
'.652104',1.09000,'EA','JNF01',00/00/0000,True
'.652113',4641.20000,'EA','JNF01',00/00/0000,True
'.652120',1.58000,'EA','JNF01',00/00/0000,True
'.652124',86.04000,'EA','JNF01',00/00/0000,True
'.652126',33.76000,'EA','JNF01',00/00/0000,True
'.652133',12.90000,'EA','JNF01',00/00/0000,True
'.652136',142.60000,'EA','JNF01',00/00/0000,True
'.652152',64.90000,'EA','JNF01',00/00/0000,True
'.652153',64.90000,'EA','JNF01',00/00/0000,True
'.652157',64.90000,'EA','JNF01',00/00/0000,True
'.652161',95.80000,'EA','JNF01',00/00/0000,True
'.652162',56.58000,'EA','JNF01',00/00/0000,True
'.652163',14.50000,'EA','JNF01',00/00/0000,True
'.652164',23.66000,'EA','JNF01',00/00/0000,True
'.652165',57.86000,'EA','JNF01',00/00/0000,True
'.652166',60.17000,'EA','JNF01',00/00/0000,True
'.652167',12.39000,'EA','JNF01',00/00/0000,True
'.652168',53.50000,'EA','JNF01',00/00/0000,True
'.652169',30.44000,'EA','JNF01',00/00/0000,True
'.652170',14.16000,'EA','JNF01',00/00/0000,True
'.652172',8.69000,'EA','JNF01',00/00/0000,True
'.652179',4.96000,'EA','JNF01',00/00/0000,True
'.652180',4.96000,'EA','JNF01',00/00/0000,True
'.692099',1.09000,'EA','JNF01',00/00/0000,True
'.065890',66.78000,'EA','JOH01',00/00/0000,True
'.021931',11.88000,'FT','JOS01',00/00/0000,True
'.027107',1.93200,'FT','JOS01',00/00/0000,True
'.063701',91.00000,'FT','JOS01',00/00/0000,True
'.063901',15.82000,'FT','JOS01',00/00/0000,True
'.064119',36.05000,'FT','JOS01',00/00/0000,True
'.064126',14.95000,'FT','JOS01',00/00/0000,True
'.090157',11.50000,'EA','JUL01',00/00/0000,True
'.025280',53.66000,'EA','JWK01',00/00/0000,True
'.025433',67.98000,'EA','JWK01',00/00/0000,True
'.026342',51.36000,'EA','JWK01',00/00/0000,True
'.026780',49.98000,'EA','JWK01',00/00/0000,True
'.063861',41.78000,'FT','KAM01',00/00/0000,True
'.064587',9.11000,'EA','KAM01',00/00/0000,True
'.651035',13.69000,'EA','KAM01',00/00/0000,True
'.033924',1266.00000,'EA','KAY02',00/00/0000,True
'.064308',5798.00000,'EA','KAY02',00/00/0000,True
'.066256',4815.00000,'EA','KAY02',00/00/0000,True
'.216800',1508.00000,'EA','KAY02',00/00/0000,True
'.066586',1400.00000,'EA','KIN01',00/00/0000,True
'.090229',900.00000,'EA','KIN01',00/00/0000,True
'.066846',5.80000,'EA','KOL01',00/00/0000,True
'.069696',128.80000,'EA','KOL03',00/00/0000,True
'.023728',55.00000,'EA','KRA01',00/00/0000,True
'.026269',42.00000,'EA','KRA01',00/00/0000,True
'.026270',14.50000,'EA','KRA01',00/00/0000,True
'.029499',175.00000,'EA','KRA01',00/00/0000,True
'.050207',60.00000,'EA','KRA01',00/00/0000,True
'.062785',12.00000,'EA','KRA01',00/00/0000,True
'.064550',35.00000,'EA','KRA01',00/00/0000,True
'.065195',45.00000,'EA','KRA01',00/00/0000,True
'.070257',166.00000,'EA','KRA01',00/00/0000,True
'.090460',23.75000,'EA','KRA01',00/00/0000,True
'.091193',25.00000,'EA','KRA01',00/00/0000,True
'.095444',21.75000,'EA','KRA01',00/00/0000,True
'023728',30.35000,'EA','KRA01',00/00/0000,True
'026287',20.00000,'EA','KRA01',00/00/0000,True
'026299',20.00000,'EA','KRA01',00/00/0000,True
'026707',300.00000,'EA','KRA01',00/00/0000,True
'026731',75.00000,'EA','KRA01',00/00/0000,True
'026786',180.00000,'EA','KRA01',00/00/0000,True
'026858',50.00000,'EA','KRA01',00/00/0000,True
'026861',65.00000,'EA','KRA01',00/00/0000,True
'026868',25.00000,'EA','KRA01',00/00/0000,True
'027194',15.00000,'EA','KRA01',00/00/0000,True
'027195',15.00000,'EA','KRA01',00/00/0000,True
'027198',75.00000,'EA','KRA01',00/00/0000,True
'027202',24.00000,'EA','KRA01',00/00/0000,True
'027361',25.00000,'EA','KRA01',00/00/0000,True
'027523',20.00000,'EA','KRA01',00/00/0000,True
'027709',275.00000,'EA','KRA01',00/00/0000,True
'028172',35.00000,'EA','KRA01',00/00/0000,True
'028192',215.00000,'EA','KRA01',00/00/0000,True
'029233',50.00000,'EA','KRA01',00/00/0000,True
'029353',430.00000,'','KRA01',00/00/0000,True
'029354',11.00000,'','KRA01',00/00/0000,True
'029355',7.00000,'','KRA01',00/00/0000,True
'029358',36.00000,'','KRA01',00/00/0000,True
'029360',85.00000,'','KRA01',00/00/0000,True
'029361',9.00000,'','KRA01',00/00/0000,True
'029499',175.00000,'EA','KRA01',00/00/0000,True
'029926',60.00000,'EA','KRA01',00/00/0000,True
'040477-2',360.00000,'EA','KRA01',00/00/0000,True
'049484',120.00000,'EA','KRA01',00/00/0000,True
'050141',275.00000,'EA','KRA01',00/00/0000,True
'050207',75.00000,'EA','KRA01',00/00/0000,True
'050347',47.25000,'EA','KRA01',00/00/0000,True
'060034',47.25000,'EA','KRA01',00/00/0000,True
'060041',90.00000,'EA','KRA01',00/00/0000,True
'060717',130.00000,'EA','KRA01',00/00/0000,True
'060742',75.00000,'EA','KRA01',00/00/0000,True
'060833',175.00000,'EA','KRA01',00/00/0000,True
'060916',35.00000,'EA','KRA01',00/00/0000,True
'060982',275.00000,'EA','KRA01',00/00/0000,True
'061606',275.00000,'EA','KRA01',00/00/0000,True
'061742',47.25000,'EA','KRA01',00/00/0000,True
'062377',75.00000,'EA','KRA01',00/00/0000,True
'062425',25.00000,'EA','KRA01',00/00/0000,True
'063073',117.00000,'EA','KRA01',00/00/0000,True
'064140',60.00000,'EA','KRA01',00/00/0000,True
'064176-2',276.00000,'EA','KRA01',00/00/0000,True
'064898',200.00000,'EA','KRA01',00/00/0000,True
'064899',170.00000,'EA','KRA01',00/00/0000,True
'064951',175.00000,'EA','KRA01',00/00/0000,True
'065053',35.00000,'EA','KRA01',00/00/0000,True
'065167',250.00000,'EA','KRA01',00/00/0000,True
'065195',63.00000,'EA','KRA01',00/00/0000,True
'065318',384.00000,'EA','KRA01',00/00/0000,True
'065746-2',320.00000,'EA','KRA01',00/00/0000,True
'065768-1',220.00000,'EA','KRA01',00/00/0000,True
'065772-1',264.00000,'EA','KRA01',00/00/0000,True
'065840-2',240.00000,'EA','KRA01',00/00/0000,True
'066265-2',270.00000,'EA','KRA01',00/00/0000,True
'066573',25.00000,'EA','KRA01',00/00/0000,True
'066594-1',192.00000,'EA','KRA01',00/00/0000,True
'066602-1',240.00000,'EA','KRA01',00/00/0000,True
'066637',40.00000,'EA','KRA01',00/00/0000,True
'066637-1',40.00000,'EA','KRA01',00/00/0000,True
'066648-1',300.00000,'EA','KRA01',00/00/0000,True
'066650-1',320.00000,'EA','KRA01',00/00/0000,True
'066655-1',320.00000,'EA','KRA01',00/00/0000,True
'066830',65.00000,'EA','KRA01',00/00/0000,True
'067001',250.00000,'EA','KRA01',00/00/0000,True
'067381',75.00000,'EA','KRA01',00/00/0000,True
'067450-1',18.75000,'EA','KRA01',00/00/0000,True
'067451-1',18.75000,'EA','KRA01',00/00/0000,True
'068137',10.50000,'','KRA01',00/00/0000,True
'068141-1',18.75000,'EA','KRA01',00/00/0000,True
'069075',75.00000,'EA','KRA01',00/00/0000,True
'069101',55.00000,'EA','KRA01',00/00/0000,True
'069150',75.00000,'EA','KRA01',00/00/0000,True
'069152',129.00000,'EA','KRA01',00/00/0000,True
'069153',229.00000,'EA','KRA01',00/00/0000,True
'069198-1',25.00000,'EA','KRA01',00/00/0000,True
'069376-1',25.00000,'EA','KRA01',00/00/0000,True
'069378-1',25.00000,'EA','KRA01',00/00/0000,True
'069379-1',25.00000,'EA','KRA01',00/00/0000,True
'069934-2',180.00000,'EA','KRA01',00/00/0000,True
'070036',25.00000,'EA','KRA01',00/00/0000,True
'070148-1',250.00000,'EA','KRA01',00/00/0000,True
'070154-1',150.00000,'EA','KRA01',00/00/0000,True
'070237',190.00000,'EA','KRA01',00/00/0000,True
'070238',190.00000,'EA','KRA01',00/00/0000,True
'070259',22.50000,'EA','KRA01',00/00/0000,True
'070425-1',192.00000,'EA','KRA01',00/00/0000,True
'070477-2',270.00000,'EA','KRA01',00/00/0000,True
'090000-2',300.00000,'EA','KRA01',00/00/0000,True
'090013-2',300.00000,'EA','KRA01',00/00/0000,True
'090176',125.00000,'EA','KRA01',00/00/0000,True
'090235',180.00000,'EA','KRA01',00/00/0000,True
'090236',220.00000,'EA','KRA01',00/00/0000,True
'090264',80.00000,'EA','KRA01',00/00/0000,True
'090424-2',180.00000,'EA','KRA01',00/00/0000,True
'090430',180.00000,'EA','KRA01',00/00/0000,True
'090435-2',180.00000,'EA','KRA01',00/00/0000,True
'090436-2',320.00000,'EA','KRA01',00/00/0000,True
'090448-2',180.00000,'EA','KRA01',00/00/0000,True
'090460',10.00000,'EA','KRA01',00/00/0000,True
'091163',35.00000,'EA','KRA01',00/00/0000,True
'091168',10.00000,'EA','KRA01',00/00/0000,True
'091193',10.00000,'EA','KRA01',00/00/0000,True
'091411',100.00000,'EA','KRA01',00/00/0000,True
'091936',75.00000,'EA','KRA01',00/00/0000,True
'091937',75.00000,'EA','KRA01',00/00/0000,True
'091938',100.00000,'EA','KRA01',00/00/0000,True
'092111-1',95.00000,'EA','KRA01',00/00/0000,True
'092240',80.00000,'EA','KRA01',00/00/0000,True
'093473',50.00000,'EA','KRA01',00/00/0000,True
'093604',55.00000,'EA','KRA01',00/00/0000,True
'093648',120.00000,'EA','KRA01',00/00/0000,True
'095014',30.00000,'EA','KRA01',00/00/0000,True
'095015',30.00000,'EA','KRA01',00/00/0000,True
'095028',35.00000,'EA','KRA01',00/00/0000,True
'095373',15.00000,'EA','KRA01',00/00/0000,True
'095646',35.00000,'EA','KRA01',00/00/0000,True
'095828',75.00000,'EA','KRA01',00/00/0000,True
'095830-1',95.00000,'EA','KRA01',00/00/0000,True
'097308',50.00000,'EA','KRA01',00/00/0000,True
'097310',10.00000,'EA','KRA01',00/00/0000,True
'097403',50.00000,'EA','KRA01',00/00/0000,True
'098032',50.00000,'EA','KRA01',00/00/0000,True
'098335',125.00000,'EA','KRA01',00/00/0000,True
'098543',150.00000,'EA','KRA01',00/00/0000,True
'098545',75.00000,'EA','KRA01',00/00/0000,True
'098932',100.00000,'EA','KRA01',00/00/0000,True
'098933',100.00000,'EA','KRA01',00/00/0000,True
'099242',35.00000,'EA','KRA01',00/00/0000,True
'100202',65.00000,'EA','KRA01',00/00/0000,True
'100973',15.00000,'EA','KRA01',00/00/0000,True
'101132',250.00000,'EA','KRA01',00/00/0000,True
'101686',50.00000,'EA','KRA01',00/00/0000,True
'106020',50.00000,'EA','KRA01',00/00/0000,True
'650867',92.50000,'EA','KRA01',00/00/0000,True
'MACHINE',15.00000,'EA','KRA01',00/00/0000,True
'MACHINE SHOP',25.00000,'EA','KRA01',00/00/0000,True
'ZINC PLATE',10.00000,'EA','KRA01',00/00/0000,True
'.067607',2.60000,'EA','LAD01',00/00/0000,True
'.067610',0.29000,'EA','LAD01',00/00/0000,True
'.067612',0.09000,'EA','LAD01',00/00/0000,True
'.067613',16.12000,'EA','LAD01',00/00/0000,True
'.067614',1.66000,'EA','LAD01',00/00/0000,True
'.067615',0.07000,'EA','LAD01',00/00/0000,True
'.067616',0.38000,'EA','LAD01',00/00/0000,True
'.067617',6.73000,'EA','LAD01',00/00/0000,True
'.067618',0.26000,'EA','LAD01',00/00/0000,True
'.069345',0.16000,'EA','LAD01',00/00/0000,True
'.069583',0.88000,'EA','LAD01',00/00/0000,True
'.069584',0.98000,'EA','LAD01',00/00/0000,True
'.069585',0.07000,'EA','LAD01',00/00/0000,True
'.069691',1.70000,'EA','LAD01',00/00/0000,True
'.069692',1.32000,'EA','LAD01',00/00/0000,True
'.069693',0.16000,'EA','LAD01',00/00/0000,True
'.069695',2.56000,'EA','LAD01',00/00/0000,True
'.069730',0.45000,'EA','LAD01',00/00/0000,True
'.091119',9.26000,'EA','LAD01',00/00/0000,True
'.091136',9.82000,'EA','LAD01',00/00/0000,True
'.095926',1.52000,'EA','LAD01',00/00/0000,True
'.095929',0.15000,'EA','LAD01',00/00/0000,True
'.095988',0.72000,'EA','LAD01',00/00/0000,True
'.095989',0.84000,'EA','LAD01',00/00/0000,True
'.095991',0.06000,'EA','LAD01',00/00/0000,True
'.095993',0.06000,'EA','LAD01',00/00/0000,True
'.096287',2.29000,'EA','LAD01',00/00/0000,True
'.097340',1.66000,'EA','LAD01',00/00/0000,True
'.097341',1.33000,'EA','LAD01',00/00/0000,True
'.100186',16.22000,'EA','LAD01',00/00/0000,True
'.103899',0.09000,'EA','LAD01',00/00/0000,True
'.104050',22.44000,'EA','LAD01',00/00/0000,True
'.104051',2.88000,'EA','LAD01',00/00/0000,True
'.104052',1.18000,'EA','LAD01',00/00/0000,True
'.104077',0.66000,'EA','LAD01',00/00/0000,True
'.104078',0.78000,'EA','LAD01',00/00/0000,True
'.106864',6.73000,'EA','LAD01',00/00/0000,True
'.106865',11.27000,'EA','LAD01',00/00/0000,True
'.106866',13.30000,'EA','LAD01',00/00/0000,True
'.106867',14.36000,'EA','LAD01',00/00/0000,True
'.106868',16.39000,'EA','LAD01',00/00/0000,True
'.106869',1.10000,'EA','LAD01',00/00/0000,True
'.106870',7.64000,'EA','LAD01',00/00/0000,True
'.106871',0.66000,'EA','LAD01',00/00/0000,True
'.106872',0.69000,'EA','LAD01',00/00/0000,True
'.106873',0.68000,'EA','LAD01',00/00/0000,True
'.106874',0.55000,'EA','LAD01',00/00/0000,True
'.106875',14.32000,'EA','LAD01',00/00/0000,True
'.106876',16.35000,'EA','LAD01',00/00/0000,True
'.106877',14.32000,'EA','LAD01',00/00/0000,True
'.106878',16.35000,'EA','LAD01',00/00/0000,True
'.106879',2.33000,'EA','LAD01',00/00/0000,True
'.106880',0.11000,'EA','LAD01',00/00/0000,True
'.106881',18.94000,'EA','LAD01',00/00/0000,True
'.106882',2.62000,'EA','LAD01',00/00/0000,True
'.106884',11.18000,'EA','LAD01',00/00/0000,True
'.106885',13.21000,'EA','LAD01',00/00/0000,True
'.106886',14.26000,'EA','LAD01',00/00/0000,True
'.106887',16.29000,'EA','LAD01',00/00/0000,True
'.106888',14.29000,'EA','LAD01',00/00/0000,True
'.106889',16.32000,'EA','LAD01',00/00/0000,True
'.106890',14.34000,'EA','LAD01',00/00/0000,True
'.106891',16.37000,'EA','LAD01',00/00/0000,True
'.106892',11.20000,'EA','LAD01',00/00/0000,True
'.106893',13.23000,'EA','LAD01',00/00/0000,True
'.106894',11.20000,'EA','LAD01',00/00/0000,True
'.106895',13.23000,'EA','LAD01',00/00/0000,True
'.106896',11.22000,'EA','LAD01',00/00/0000,True
'.106897',13.25000,'EA','LAD01',00/00/0000,True
'.106898',14.37000,'EA','LAD01',00/00/0000,True
'.106899',16.40000,'EA','LAD01',00/00/0000,True
'.106920',4.50000,'EA','LAD01',00/00/0000,True
'.106921',0.88000,'EA','LAD01',00/00/0000,True
'.106922',0.89000,'EA','LAD01',00/00/0000,True
'.106923',14.34000,'EA','LAD01',00/00/0000,True
'.106930',14.35000,'EA','LAD01',00/00/0000,True
'.106931',16.38000,'EA','LAD01',00/00/0000,True
'.106932',1.54000,'EA','LAD01',00/00/0000,True
'.091147',1106.00000,'EA','LAL01',00/00/0000,True
'.091148',1291.00000,'EA','LAL01',00/00/0000,True
'.098000',1792.00000,'EA','LAL01',00/00/0000,True
'.098001',1428.00000,'EA','LAL01',00/00/0000,True
'.023219',7.35000,'EA','LAW01',00/00/0000,True
'.026432',4.82000,'EA','LAW01',00/00/0000,True
'.026433',1.83000,'EA','LAW01',00/00/0000,True
'.029578',4.37000,'EA','LAW01',00/00/0000,True
'.029579',14.14000,'EA','LAW01',00/00/0000,True
'.033656',120.11000,'EA','LAW01',00/00/0000,True
'.053384',3.03000,'EA','LAW01',00/00/0000,True
'.054614',9.65000,'EA','LAW01',00/00/0000,True
'.062190',7.24000,'EA','LAW01',00/00/0000,True
'.065686',121.88000,'EA','LAW01',00/00/0000,True
'.066195',1.66000,'EA','LAW01',00/00/0000,True
'.066196',1.38000,'EA','LAW01',00/00/0000,True
'.066198',0.56000,'EA','LAW01',00/00/0000,True
'.066199',0.73000,'EA','LAW01',00/00/0000,True
'.066259',1.17000,'EA','LAW01',00/00/0000,True
'.067547',1.58000,'EA','LAW01',00/00/0000,True
'.067548',1.86000,'EA','LAW01',00/00/0000,True
'.067549',1.86000,'EA','LAW01',00/00/0000,True
'.067550',0.92000,'EA','LAW01',00/00/0000,True
'.067616',0.38000,'EA','LAW01',00/00/0000,True
'.069724',2.10000,'EA','LAW01',00/00/0000,True
'.069962',2.09000,'EA','LAW01',00/00/0000,True
'.092115',6.21000,'EA','LAW01',00/00/0000,True
'.092122',10.70000,'EA','LAW01',00/00/0000,True
'.092343',4.53000,'EA','LAW01',00/00/0000,True
'.095006',1.67000,'EA','LAW01',00/00/0000,True
'.095007',8.54000,'EA','LAW01',00/00/0000,True
'.095008',9.10000,'EA','LAW01',00/00/0000,True
'.095245',9.64000,'EA','LAW01',00/00/0000,True
'.095275',6.40000,'EA','LAW01',00/00/0000,True
'.095534',15.33000,'EA','LAW01',00/00/0000,True
'.096286',1.38000,'EA','LAW01',00/00/0000,True
'.096975',5.38000,'EA','LAW01',00/00/0000,True
'.097030',8.20000,'EA','LAW01',00/00/0000,True
'.097037',3.78000,'EA','LAW01',00/00/0000,True
'.098441',3.78000,'EA','LAW01',00/00/0000,True
'.100101',6.79000,'EA','LAW01',00/00/0000,True
'.100534',7.63000,'EA','LAW01',00/00/0000,True
'.103399',1.38000,'EA','LAW01',00/00/0000,True
'.103742',5.17000,'EA','LAW01',00/00/0000,True
'.103775',30.00000,'EA','LAW01',00/00/0000,True
'.104517',34.03000,'EA','LAW01',00/00/0000,True
'.104518',31.60000,'EA','LAW01',00/00/0000,True
'.465200',58.05000,'EA','LAW01',00/00/0000,True
'.465300',9.08000,'EA','LAW01',00/00/0000,True
'.465400',28.86000,'EA','LAW01',00/00/0000,True
'.466650',3.64000,'EA','LAW01',00/00/0000,True
'.028117',0.59000,'LB','LBS01',00/00/0000,True
'.028234',2128.00000,'EA','LBS01',00/00/0000,True
'.028579',842.00000,'EA','LBS01',00/00/0000,True
'.061742',1254.00000,'EA','LBS01',00/00/0000,True
'.063137',453.00000,'EA','LBS01',00/00/0000,True
'.063634',4473.00000,'EA','LBS01',00/00/0000,True
'.063726',391.00000,'EA','LBS01',00/00/0000,True
'.063727',1013.00000,'EA','LBS01',00/00/0000,True
'.064581',0.61000,'LB','LBS01',00/00/0000,True
'.091757',0.69000,'LB','LBS01',00/00/0000,True
'.091758',6240.00000,'EA','LBS01',00/00/0000,True
'.093616',374.00000,'EA','LBS01',00/00/0000,True
'.093617',874.00000,'EA','LBS01',00/00/0000,True
'.093618',1402.00000,'EA','LBS01',00/00/0000,True
'.097629',4152.00000,'EA','LBS01',00/00/0000,True
'.101388',0.38000,'EA','LBS01',00/00/0000,True
'.102149',5605.00000,'EA','LBS01',00/00/0000,True
'.103562',708.00000,'EA','LBS01',00/00/0000,True
'COBBLE',0.36000,'EA','LBS01',00/00/0000,True
'.098252',7.64000,'EA','LEE01',00/00/0000,True
'.533400',8.89000,'EA','LEE01',00/00/0000,True
'.017423',1.77000,'EA','LEH01',00/00/0000,True
'.020215',6.94000,'EA','LEH01',00/00/0000,True
'.020234',10.88000,'EA','LEH01',00/00/0000,True
'.020456',5.20000,'EA','LEH01',00/00/0000,True
'.021404',7.13000,'FT','LEH01',00/00/0000,True
'.023222',1.28000,'EA','LEH01',00/00/0000,True
'.026299',10.04000,'EA','LEH01',00/00/0000,True
'.027202',49.99000,'EA','LEH01',00/00/0000,True
'.027523',6.02000,'EA','LEH01',00/00/0000,True
'.027590',14.22000,'EA','LEH01',00/00/0000,True
'.027951',8.10000,'EA','LEH01',00/00/0000,True
'.028014',10.53000,'EA','LEH01',00/00/0000,True
'.028643',8.22000,'EA','LEH01',00/00/0000,True
'.028644',4.78000,'EA','LEH01',00/00/0000,True
'.060585',5.12000,'EA','LEH01',00/00/0000,True
'.060637',13.67000,'EA','LEH01',00/00/0000,True
'.060638',11.53000,'EA','LEH01',00/00/0000,True
'.061264',11.20000,'EA','LEH01',00/00/0000,True
'.062397',21.03000,'EA','LEH01',00/00/0000,True
'.063594',12.98000,'EA','LEH01',00/00/0000,True
'.091157',6.75000,'EA','LEH01',00/00/0000,True
'.091158',6.08000,'EA','LEH01',00/00/0000,True
'.091159',19.98000,'EA','LEH01',00/00/0000,True
'.091160',5.22000,'EA','LEH01',00/00/0000,True
'.091161',8.85000,'EA','LEH01',00/00/0000,True
'.091162',8.96000,'EA','LEH01',00/00/0000,True
'.091163',31.46000,'EA','LEH01',00/00/0000,True
'.091164',24.92000,'EA','LEH01',00/00/0000,True
'.091165',15.43000,'EA','LEH01',00/00/0000,True
'.091166',16.57000,'EA','LEH01',00/00/0000,True
'.091167',11.09000,'EA','LEH01',00/00/0000,True
'.091925',24.92000,'EA','LEH01',00/00/0000,True
'.091931',24.92000,'EA','LEH01',00/00/0000,True
'.091935',24.92000,'EA','LEH01',00/00/0000,True
'.091936',24.92000,'EA','LEH01',00/00/0000,True
'.091937',24.92000,'EA','LEH01',00/00/0000,True
'.091938',24.92000,'EA','LEH01',00/00/0000,True
'.093082',8.96000,'EA','LEH01',00/00/0000,True
'.093085',8.96000,'EA','LEH01',00/00/0000,True
'.093111',8.96000,'EA','LEH01',00/00/0000,True
'.093244',6.08000,'EA','LEH01',00/00/0000,True
'.095298',8.85000,'EA','LEH01',00/00/0000,True
'.096224',12.98000,'EA','LEH01',00/00/0000,True
'.096226',14.22000,'EA','LEH01',00/00/0000,True
'.096228',14.22000,'EA','LEH01',00/00/0000,True
'.096239',10.53000,'EA','LEH01',00/00/0000,True
'.096908',11.53000,'EA','LEH01',00/00/0000,True
'.096964',5.22000,'EA','LEH01',00/00/0000,True
'.096974',5.22000,'EA','LEH01',00/00/0000,True
'.097654',6.08000,'EA','LEH01',00/00/0000,True
'.098932',24.92000,'EA','LEH01',00/00/0000,True
'.098933',24.92000,'EA','LEH01',00/00/0000,True
'.098935',24.92000,'EA','LEH01',00/00/0000,True
'.098937',24.92000,'EA','LEH01',00/00/0000,True
'.098939',24.92000,'EA','LEH01',00/00/0000,True
'.099242',6.08000,'EA','LEH01',00/00/0000,True
'.100456',5.20000,'EA','LEH01',00/00/0000,True
'.100783',12.98000,'EA','LEH01',00/00/0000,True
'.102369',19.98000,'EA','LEH01',00/00/0000,True
'.102467',19.98000,'EA','LEH01',00/00/0000,True
'.104559',813.10000,'EA','LEV01',00/00/0000,True
'.020215',6.00000,'EA','LIE01',00/00/0000,True
'.020234',6.00000,'EA','LIE01',00/00/0000,True
'.027590',7.00000,'EA','LIE01',00/00/0000,True
'.027951',6.00000,'EA','LIE01',00/00/0000,True
'.096226',7.00000,'EA','LIE01',00/00/0000,True
'.096228',7.00000,'EA','LIE01',00/00/0000,True
'020215',8.50000,'','LIE01',00/00/0000,True
'020234',7.50000,'','LIE01',00/00/0000,True
'020456',8.50000,'','LIE01',00/00/0000,True
'027590',8.50000,'','LIE01',00/00/0000,True
'027950',3.50000,'','LIE01',00/00/0000,True
'027951',8.50000,'EA','LIE01',00/00/0000,True
'028014',8.50000,'','LIE01',00/00/0000,True
'028595',4.50000,'','LIE01',00/00/0000,True
'028643',7.50000,'EA','LIE01',00/00/0000,True
'028644',7.50000,'','LIE01',00/00/0000,True
'029727',6.00000,'','LIE01',00/00/0000,True
'029728',8.50000,'','LIE01',00/00/0000,True
'060053',7.00000,'','LIE01',00/00/0000,True
'060302',7.00000,'','LIE01',00/00/0000,True
'060442',4.50000,'','LIE01',00/00/0000,True
'060585',8.00000,'','LIE01',00/00/0000,True
'060586',8.00000,'','LIE01',00/00/0000,True
'060637',8.00000,'','LIE01',00/00/0000,True
'060638',7.50000,'','LIE01',00/00/0000,True
'061306',8.00000,'EA','LIE01',00/00/0000,True
'062397',6.50000,'','LIE01',00/00/0000,True
'063594',7.50000,'','LIE01',00/00/0000,True
'064940',8.50000,'EA','LIE01',00/00/0000,True
'070214',7.50000,'EA','LIE01',00/00/0000,True
'070509',8.50000,'EA','LIE01',00/00/0000,True
'070517',10.50000,'EA','LIE01',00/00/0000,True
'.060286',4610.00000,'EA','LIN01',00/00/0000,True
'.096693',4610.00000,'EA','LIN01',00/00/0000,True
'.650853',295.00000,'EA','LIN01',00/00/0000,True
'.650854',50.00000,'EA','LIN01',00/00/0000,True
'.650855',30.00000,'EA','LIN01',00/00/0000,True
'.650856',150.00000,'EA','LIN01',00/00/0000,True
'.650877',25.00000,'SET','LIN01',00/00/0000,True
'.650906',175.00000,'EA','LIN01',00/00/0000,True
'.650934',125.00000,'EA','LIN01',00/00/0000,True
'.028838',0.09800,'EA','LMP01',00/00/0000,True
'.035339',0.63000,'EA','LMP01',00/00/0000,True
'.035340',0.46900,'EA','LMP01',00/00/0000,True
'.035341',0.39950,'EA','LMP01',00/00/0000,True
'.035342',0.36230,'EA','LMP01',00/00/0000,True
'.035343',0.19980,'EA','LMP01',00/00/0000,True
'.035344',0.61510,'EA','LMP01',00/00/0000,True
'.081129',442.60000,'EA','MAG01',00/00/0000,True
'.276051',4.50000,'EA','MAG01',00/00/0000,True
'.276054',6.93000,'EA','MAG01',00/00/0000,True
'.650895',6.83000,'EA','MAG01',00/00/0000,True
'.053887',10.59000,'EA','MAN01',00/00/0000,True
'.063658',42.80000,'EA','MAN01',00/00/0000,True
'.063913',4.58000,'EA','MAN01',00/00/0000,True
'.064569',26.86000,'EA','MAN01',00/00/0000,True
'.064729',4.48000,'EA','MAN01',00/00/0000,True
'.064730',1.55000,'EA','MAN01',00/00/0000,True
'.064731',4.48000,'EA','MAN01',00/00/0000,True
'.064732',1.19000,'EA','MAN01',00/00/0000,True
'.064733',1.42000,'EA','MAN01',00/00/0000,True
'.064734',1.19000,'EA','MAN01',00/00/0000,True
'.064735',3.17000,'EA','MAN01',00/00/0000,True
'.064736',19.79000,'EA','MAN01',00/00/0000,True
'.064737',4.28000,'EA','MAN01',00/00/0000,True
'.064738',0.99000,'EA','MAN01',00/00/0000,True
'.064740',2.15000,'EA','MAN01',00/00/0000,True
'.064741',4.26000,'EA','MAN01',00/00/0000,True
'.064742',4.26000,'EA','MAN01',00/00/0000,True
'.064743',24.46000,'EA','MAN01',00/00/0000,True
'.064744',24.46000,'EA','MAN01',00/00/0000,True
'.064745',18.82000,'EA','MAN01',00/00/0000,True
'.064746',25.99000,'EA','MAN01',00/00/0000,True
'.064747',25.99000,'EA','MAN01',00/00/0000,True
'.064748',22.02000,'EA','MAN01',00/00/0000,True
'.064749',3.24000,'EA','MAN01',00/00/0000,True
'.064750',1.10000,'EA','MAN01',00/00/0000,True
'.065673',12.94000,'EA','MAN01',00/00/0000,True
'.065674',18.47000,'EA','MAN01',00/00/0000,True
