'ImSup.Itemkey','ImSup.OrderCost','ImSup.OrderUOM','ImSup.Vendkey','ImSup.TerminatDate','0.lInclude?'
'.060319',44.00000,'EA','A&A01',00/00/0000,True
'.062679',89.45000,'EA','A&A01',00/00/0000,True
'.062680',93.25000,'EA','A&A01',00/00/0000,True
'.063405',137.50000,'EA','A&A01',00/00/0000,True
'.064752',203.40000,'EA','A&A01',00/00/0000,True
'.064880',403.00000,'EA','A&A01',00/00/0000,True
'.066377',130.00000,'EA','A&A01',00/00/0000,True
'.090260',325.00000,'EA','A&A01',00/00/0000,True
'.029755',16.79000,'EA','ACE01',00/00/0000,True
'.241750',8.66000,'FT','ADV01',00/00/0000,True
'.065905',8900.00000,'EA','ADV04',00/00/0000,True
'.024076',3.88000,'EA','AIR03',00/00/0000,True
'.024077',3.72000,'EA','AIR03',00/00/0000,True
'.024157',36.97000,'EA','AIR03',00/00/0000,True
'.027293',12.75000,'EA','AIR03',00/00/0000,True
'.029928',938.50000,'EA','AIR03',00/00/0000,True
'.029929',495.00000,'EA','AIR03',00/00/0000,True
'.029936',1.22000,'EA','AIR03',00/00/0000,True
'.060036',11.56000,'EA','AIR03',00/00/0000,True
'.061893',3.56000,'EA','AIR03',00/00/0000,True
'.062191',7.93000,'EA','AIR03',00/00/0000,True
'.062422',1.33000,'EA','AIR03',00/00/0000,True
'.062423',1.36000,'EA','AIR03',00/00/0000,True
'.062424',1.22000,'EA','AIR03',00/00/0000,True
'.063766',424.00000,'EA','AIR03',00/00/0000,True
'.063925',3.80000,'EA','AIR03',00/00/0000,True
'.064580',242.84000,'EA','AIR03',00/00/0000,True
'.065078',20.00000,'EA','AIR03',00/00/0000,True
'.065937',2.21000,'EA','AIR03',00/00/0000,True
'.065938',10.28000,'EA','AIR03',00/00/0000,True
'.066623',20.49000,'EA','AIR03',00/00/0000,True
'.066624',3.85000,'EA','AIR03',00/00/0000,True
'.067546',830.88000,'EA','AIR03',00/00/0000,True
'.069180',264.97000,'EA','AIR03',00/00/0000,True
'.069451',72.79000,'EA','AIR03',00/00/0000,True
'.096427',367.10000,'EA','AIR03',00/00/0000,True
'.096703',88.45000,'EA','AIR03',00/00/0000,True
'.098620',13.35000,'EA','AIR03',00/00/0000,True
'.098632',104.65000,'EA','AIR03',00/00/0000,True
'.098633',104.65000,'EA','AIR03',00/00/0000,True
'.100175',82.36000,'EA','AIR03',00/00/0000,True
'.103672',3.77000,'EA','AIR03',00/00/0000,True
'.103691',299.00000,'EA','AIR03',00/00/0000,True
'.103692',299.00000,'EA','AIR03',00/00/0000,True
'.366000',9.67000,'EA','AIR03',00/00/0000,True
'.366005',20.98000,'EA','AIR03',00/00/0000,True
'.472900',16.13000,'EA','AIR03',00/00/0000,True
'.564196',25.00000,'EA','AIR03',00/00/0000,True
'.564196',25.00000,'EA','AIR03',00/00/0000,True
'.564197',25.00000,'EA','AIR03',00/00/0000,True
'.564197',25.00000,'EA','AIR03',00/00/0000,True
'.564198',22.35000,'EA','AIR03',00/00/0000,True
'.564199',25.00000,'EA','AIR03',00/00/0000,True
'.652104',0.34000,'EA','AIR03',00/00/0000,True
'.652120',3.50000,'EA','AIR03',00/00/0000,True
'.020234',16.05000,'EA','ALL06',00/00/0000,True
'.020456',6.91000,'EA','ALL06',00/00/0000,True
'.026299',19.42000,'EA','ALL06',00/00/0000,True
'.027523',10.84000,'EA','ALL06',00/00/0000,True
'.027951',3.91000,'EA','ALL06',00/00/0000,True
'.028014',11.45000,'EA','ALL06',00/00/0000,True
'.060585',3.32000,'EA','ALL06',00/00/0000,True
'.060586',26.96000,'EA','ALL06',00/00/0000,True
'.061264',19.81000,'EA','ALL06',00/00/0000,True
'.063594',12.60000,'EA','ALL06',00/00/0000,True
'.091157',8.94000,'EA','ALL06',00/00/0000,True
'.091158',8.78000,'EA','ALL06',00/00/0000,True
'.091160',3.06000,'EA','ALL06',00/00/0000,True
'.091161',14.94000,'EA','ALL06',00/00/0000,True
'.091162',15.00000,'EA','ALL06',00/00/0000,True
'.091163',66.07000,'EA','ALL06',00/00/0000,True
'.091164',23.98000,'EA','ALL06',00/00/0000,True
'.091165',13.89000,'EA','ALL06',00/00/0000,True
'.091166',9.19000,'EA','ALL06',00/00/0000,True
'.091167',6.15000,'EA','ALL06',00/00/0000,True
'.091187',9.50000,'EA','ALL06',00/00/0000,True
'.091188',8.85000,'EA','ALL06',00/00/0000,True
'.091189',2.26000,'EA','ALL06',00/00/0000,True
'.091243',13.97000,'EA','ALL06',00/00/0000,True
'.091356',12.32000,'EA','ALL06',00/00/0000,True
'.091357',5.96000,'EA','ALL06',00/00/0000,True
'.091411',20.65000,'EA','ALL06',00/00/0000,True
'.091524',4.63000,'EA','ALL06',00/00/0000,True
'.091713',40.73000,'EA','ALL06',00/00/0000,True
'.091790',4.63000,'EA','ALL06',00/00/0000,True
'.091803',4.63000,'EA','ALL06',00/00/0000,True
'.091925',1.92000,'EA','ALL06',00/00/0000,True
'.091931',1.92000,'EA','ALL06',00/00/0000,True
'.091935',1.92000,'EA','ALL06',00/00/0000,True
'.091936',1.92000,'EA','ALL06',00/00/0000,True
'.091937',1.92000,'EA','ALL06',00/00/0000,True
'.091938',1.92000,'EA','ALL06',00/00/0000,True
'.093111',51.91000,'EA','ALL06',00/00/0000,True
'.093127',4.63000,'EA','ALL06',00/00/0000,True
'.093128',4.63000,'EA','ALL06',00/00/0000,True
'.093142',4.63000,'EA','ALL06',00/00/0000,True
'.093143',4.63000,'EA','ALL06',00/00/0000,True
'.093181',4.63000,'EA','ALL06',00/00/0000,True
'.093244',4.51000,'EA','ALL06',00/00/0000,True
'.093601',4.63000,'EA','ALL06',00/00/0000,True
'.093619',53.63000,'EA','ALL06',00/00/0000,True
'.096224',20.47000,'EA','ALL06',00/00/0000,True
'.096964',3.06000,'EA','ALL06',00/00/0000,True
'.096974',3.06000,'EA','ALL06',00/00/0000,True
'.097475',4.63000,'EA','ALL06',00/00/0000,True
'.097654',4.51000,'EA','ALL06',00/00/0000,True
'.098151',4.63000,'EA','ALL06',00/00/0000,True
'.098270',17.28000,'EA','ALL06',00/00/0000,True
'.098272',4.63000,'EA','ALL06',00/00/0000,True
'.098278',4.63000,'EA','ALL06',00/00/0000,True
'.098279',4.63000,'EA','ALL06',00/00/0000,True
'.098294',4.63000,'EA','ALL06',00/00/0000,True
'.098296',4.63000,'EA','ALL06',00/00/0000,True
'.098299',4.63000,'EA','ALL06',00/00/0000,True
'.098302',4.63000,'EA','ALL06',00/00/0000,True
'.098303',4.63000,'EA','ALL06',00/00/0000,True
'.098305',4.63000,'EA','ALL06',00/00/0000,True
'.098306',4.63000,'EA','ALL06',00/00/0000,True
'.098311',4.63000,'EA','ALL06',00/00/0000,True
'.098359',4.63000,'EA','ALL06',00/00/0000,True
'.098362',4.63000,'EA','ALL06',00/00/0000,True
'.098368',4.63000,'EA','ALL06',00/00/0000,True
'.098429',4.63000,'EA','ALL06',00/00/0000,True
'.098538',4.63000,'EA','ALL06',00/00/0000,True
'.098555',4.63000,'EA','ALL06',00/00/0000,True
'.098558',4.63000,'EA','ALL06',00/00/0000,True
'.098577',4.63000,'EA','ALL06',00/00/0000,True
'.098578',4.63000,'EA','ALL06',00/00/0000,True
'.098581',4.63000,'EA','ALL06',00/00/0000,True
'.098679',4.63000,'EA','ALL06',00/00/0000,True
'.098690',54.08000,'EA','ALL06',00/00/0000,True
'.098932',1.92000,'EA','ALL06',00/00/0000,True
'.098933',1.92000,'EA','ALL06',00/00/0000,True
'.098935',1.92000,'EA','ALL06',00/00/0000,True
'.098937',1.92000,'EA','ALL06',00/00/0000,True
'.098939',1.92000,'EA','ALL06',00/00/0000,True
'.099242',4.51000,'EA','ALL06',00/00/0000,True
'.100438',19.21000,'EA','ALL06',00/00/0000,True
'.100783',12.60000,'EA','ALL06',00/00/0000,True
'.101168',4.63000,'EA','ALL06',00/00/0000,True
'.101211',4.63000,'EA','ALL06',00/00/0000,True
'.101604',28.31000,'EA','ALL06',00/00/0000,True
'.102665',4.63000,'EA','ALL06',00/00/0000,True
'.102698',4.63000,'EA','ALL06',00/00/0000,True
'.102743',4.63000,'EA','ALL06',00/00/0000,True
'.106005',40.73000,'EA','ALL06',00/00/0000,True
'.063094',42.00000,'EA','AME01',00/00/0000,True
'.063095',1650.00000,'EA','AME01',00/00/0000,True
'.063096',70.00000,'EA','AME01',00/00/0000,True
'.043847',4.01000,'GAL','AND01',00/00/0000,True
'.066244',4.60000,'GAL','AND01',00/00/0000,True
'.066245',4.70500,'GAL','AND01',00/00/0000,True
'.069393',11.16400,'EA','AND01',00/00/0000,True
'.096457',12.37000,'GAL','AND01',00/00/0000,True
'.100072',13.32000,'GAL','AND01',00/00/0000,True
'.063049',72.89000,'EA','ARR01',00/00/0000,True
'.065657',18.48000,'EA','ASP01',00/00/0000,True
'.066837',408.00000,'EA','ASP01',00/00/0000,True
'.069571',420.00000,'EA','ASP01',00/00/0000,True
'.095146',355.30000,'EA','ASP01',00/00/0000,True
'.095148',647.00000,'EA','ASP01',00/00/0000,True
'.100936',790.00000,'EA','ASP01',00/00/0000,True
'ASP01',568.18510,'EA','ASP01',00/00/0000,True
'LABOR1',800.00000,'EA','ASP01',00/00/0000,True
'LABOR`',800.00000,'EA','ASP01',00/00/0000,True
'REBUILD',11875.00000,'EA','ASP01',00/00/0000,True
'.067602',129.00000,'EA','ASP02',00/00/0000,True
'.020395',1.11000,'EA','AST01',00/00/0000,True
'.021113',1.50000,'EA','AST01',00/00/0000,True
'.023144',2.57000,'EA','AST01',00/00/0000,True
'.025291',12.07000,'EA','AST01',00/00/0000,True
'.032367',1.07000,'EA','AST01',00/00/0000,True
'.060981',0.45000,'EA','AST01',00/00/0000,True
'.061005',1.84000,'EA','AST01',00/00/0000,True
'.061131',0.54000,'EA','AST01',00/00/0000,True
'.064047',2.95000,'EA','AST01',00/00/0000,True
'.028100',472.00000,'EA','ATK01',00/00/0000,True
'.028101',508.00000,'EA','ATK01',10/21/2003,True
'.028101RB',238.50000,'EA','ATK01',00/00/0000,True
'.028344',565.00000,'EA','ATK01',00/00/0000,True
'.028344RB',238.50000,'EA','ATK01',00/00/0000,True
'.061232',169.29000,'EA','ATK01',00/00/0000,True
'.095555RB',238.50000,'EA','ATK01',00/00/0000,True
'.096986',691.59000,'EA','ATK01',00/00/0000,True
'.096986RB',238.50000,'EA','ATK01',00/00/0000,True
'.097611',691.59000,'EA','ATK01',10/21/2003,True
'.097611RB',508.00000,'EA','ATK01',10/21/2003,True
'.650870',238.50000,'EA','ATK01',00/00/0000,True
'.650871',245.00000,'EA','ATK01',00/00/0000,True
'.650886',14.80000,'EA','ATK01',00/00/0000,True
'.650951',9.60000,'EA','ATK01',00/00/0000,True
'.650222',44.34000,'EA','AUR01',00/00/0000,True
'.650224',33.48000,'EA','AUR01',00/00/0000,True
'.650917',39.18000,'EA','AUR01',00/00/0000,True
'.650923',13.08000,'EA','AUR01',00/00/0000,True
'.650924',13.75000,'EA','AUR01',00/00/0000,True
'.650925',10.56000,'EA','AUR01',00/00/0000,True
'.650926',215.00000,'EA','AUR01',00/00/0000,True
'.650927',84.00000,'EA','AUR01',00/00/0000,True
'.650928',54.00000,'EA','AUR01',00/00/0000,True
'.650929',84.00000,'EA','AUR01',00/00/0000,True
'.650930',35.00000,'EA','AUR01',00/00/0000,True
'.650931',14.22000,'EA','AUR01',00/00/0000,True
'.650932',86.00000,'EA','AUR01',00/00/0000,True
'.650933',276.00000,'EA','AUR01',00/00/0000,True
'.650942',56.50000,'EA','AUR01',00/00/0000,True
'.650943',24.50000,'EA','AUR01',00/00/0000,True
'.650944',35.00000,'EA','AUR01',00/00/0000,True
'.650945',15.72000,'EA','AUR01',00/00/0000,True
'.651009',24.50000,'EA','AUR01',00/00/0000,True
'.026432',2.38000,'EA','AUS01',00/00/0000,True
'.026433',0.75000,'EA','AUS01',00/00/0000,True
'.026434',0.56000,'EA','AUS01',00/00/0000,True
'.026435',1.54000,'EA','AUS01',00/00/0000,True
'.063185',21.13000,'EA','AUS01',00/00/0000,True
'.063424',26.03000,'EA','AUS01',00/00/0000,True
'.063433',13.71000,'EA','AUS01',00/00/0000,True
'.065658',5.04000,'EA','AUS01',00/00/0000,True
'.065659',3.52000,'EA','AUS01',00/00/0000,True
'.066006',2.72000,'EA','AUS01',00/00/0000,True
'.091070',20.36000,'EA','AUS01',00/00/0000,True
'.091071',5.56000,'EA','AUS01',00/00/0000,True
'.091089',8.26000,'EA','AUS01',00/00/0000,True
'.095096',5.50000,'EA','AUS01',00/00/0000,True
'.095196',12.75000,'EA','AUS01',00/00/0000,True
'.095197',3.12500,'EA','AUS01',00/00/0000,True
'.095198',0.75000,'EA','AUS01',00/00/0000,True
'.096257',25.66000,'EA','AUS01',00/00/0000,True
'.100845',24.03000,'EA','AUS01',00/00/0000,True
'.103363',3.96000,'EA','AUS01',00/00/0000,True
'.103364',1.66000,'EA','AUS01',00/00/0000,True
'.103365',0.95000,'EA','AUS01',00/00/0000,True
'.059728',59.99000,'EA','AUT04',00/00/0000,True
'.060802',2.99000,'EA','AUT04',00/00/0000,True
'.104653',24.99000,'EA','AUT04',00/00/0000,True
'.597100',5.99000,'EA','AUT04',00/00/0000,True
'.652173',17.89000,'EA','AUT04',00/00/0000,True
'.652174',17.89000,'EA','AUT04',00/00/0000,True
'.652175',17.89000,'EA','AUT04',00/00/0000,True
'.063116',2287.99000,'EA','BAL01',00/00/0000,True
'.063118',34.00000,'EA','BAL01',00/00/0000,True
'.064686',1262.00000,'EA','BAL01',00/00/0000,True
'.064725',668.00000,'EA','BAL01',00/00/0000,True
'.065020',2437.83000,'EA','BAL01',00/00/0000,True
'.650963',191.00000,'EA','BAL01',00/00/0000,True
'.650964',303.00000,'EA','BAL01',00/00/0000,True
'.650965',52.00000,'EA','BAL01',00/00/0000,True
'.020395',4.11000,'EA','BER01',00/00/0000,True
'.020395',4.11000,'EA','BER01',00/00/0000,True
'.021113',5.31000,'EA','BER01',00/00/0000,True
'.021113',5.31000,'EA','BER01',00/00/0000,True
'.023144',3.78000,'EA','BER01',00/00/0000,True
'.023144',3.78000,'EA','BER01',00/00/0000,True
'.025291',8.99000,'EA','BER01',00/00/0000,True
'.025291',8.99000,'EA','BER01',00/00/0000,True
'.026108',22.52000,'EA','BER01',00/00/0000,True
'.026711',49.80000,'EA','BER01',00/00/0000,True
'.026738',91.92000,'EA','BER01',00/00/0000,True
'.028309',116.85000,'EA','BER01',00/00/0000,True
'.028782',3.42000,'EA','BER01',00/00/0000,True
'.028782',3.42000,'EA','BER01',00/00/0000,True
'.029089',26.36000,'EA','BER01',00/00/0000,True
'.032367',3.42000,'EA','BER01',00/00/0000,True
'.032367',3.42000,'EA','BER01',00/00/0000,True
'.043451',10.35000,'EA','BER01',00/00/0000,True
'.060981',1.52000,'EA','BER01',00/00/0000,True
'.060981',1.52000,'EA','BER01',00/00/0000,True
'.061005',6.06000,'EA','BER01',00/00/0000,True
'.061005',6.06000,'EA','BER01',00/00/0000,True
'.061131',2.13000,'EA','BER01',00/00/0000,True
'.061736',34.93000,'EA','BER01',00/00/0000,True
'.062409',543.83000,'EA','BER01',00/00/0000,True
'.062991',14.50000,'EA','BER01',00/00/0000,True
'.063155',107.65000,'EA','BER01',00/00/0000,True
'.063400',562.25000,'EA','BER01',00/00/0000,True
'.063861',128.20000,'FT','BER01',00/00/0000,True
'.063903',33.22000,'EA','BER01',00/00/0000,True
'.063926',637.21000,'EA','BER01',00/00/0000,True
'.063938',637.21000,'EA','BER01',00/00/0000,True
'.064046',15.02000,'EA','BER01',00/00/0000,True
'.064046',15.02000,'EA','BER01',00/00/0000,True
'.064047',7.65000,'EA','BER01',00/00/0000,True
'.064047',7.65000,'EA','BER01',00/00/0000,True
'.064048',27.50000,'EA','BER01',00/00/0000,True
'.064051',175.51000,'EA','BER01',00/00/0000,True
'.064118',579.83000,'EA','BER01',00/00/0000,True
'.064137',6.53000,'EA','BER01',00/00/0000,True
'.064137',6.53000,'EA','BER01',00/00/0000,True
'.064627',168.00000,'EA','BER01',00/00/0000,True
'.065939',6.53000,'EA','BER01',00/00/0000,True
'.065940',10.22000,'EA','BER01',00/00/0000,True
'.066571',9.96000,'EA','BER01',00/00/0000,True
'.066571',9.96000,'EA','BER01',00/00/0000,True
'.066574',4.33000,'EA','BER01',00/00/0000,True
'.067537',2.29000,'FT','BER01',00/00/0000,True
'.067745',1.94000,'FT','BER01',00/00/0000,True
'.069701',3.09000,'EA','BER01',00/00/0000,True
'.069716',1.66000,'EA','BER01',00/00/0000,True
'.069717',3.04000,'EA','BER01',00/00/0000,True
'.069718',0.05600,'EA','BER01',00/00/0000,True
'.069719',0.11000,'EA','BER01',00/00/0000,True
'.069720',18.45000,'EA','BER01',00/00/0000,True
'.069739',46.86000,'EA','BER01',00/00/0000,True
'.069961',2.09000,'EA','BER01',00/00/0000,True
'.069961',2.09000,'EA','BER01',00/00/0000,True
'.070296',8.47000,'EA','BER01',00/00/0000,True
'.070300',2.68000,'EA','BER01',00/00/0000,True
'.070301',11.75000,'EA','BER01',00/00/0000,True
'.090267',42.81000,'EA','BER01',00/00/0000,True
'.091412',3.19000,'EA','BER01',00/00/0000,True
'.091412',3.19000,'EA','BER01',00/00/0000,True
'.093112',154.30000,'EA','BER01',00/00/0000,True
'.093603',61.92000,'EA','BER01',00/00/0000,True
'.093739',7.97000,'EA','BER01',00/00/0000,True
'.093840',79.24000,'EA','BER01',00/00/0000,True
'.095664',79.37000,'EA','BER01',00/00/0000,True
'.096731',11.58000,'EA','BER01',00/00/0000,True
'.097207',11.58000,'EA','BER01',00/00/0000,True
'.097403',91.92000,'EA','BER01',00/00/0000,True
'.098329',23.55000,'EA','BER01',00/00/0000,True
'.098542',192.90000,'EA','BER01',00/00/0000,True
'.098713',2.87000,'EA','BER01',00/00/0000,True
'.098763',11.70000,'EA','BER01',00/00/0000,True
'.098765',70.15000,'EA','BER01',00/00/0000,True
'.098766',38.97000,'EA','BER01',00/00/0000,True
'.099570',25.79000,'EA','BER01',00/00/0000,True
'.099571',25.79000,'EA','BER01',00/00/0000,True
'.099572',33.22000,'EA','BER01',00/00/0000,True
'.100148',3.87000,'EA','BER01',00/00/0000,True
'.100149',1.93000,'EA','BER01',00/00/0000,True
'.100184',11.58000,'EA','BER01',00/00/0000,True
'.100600',91.92000,'EA','BER01',00/00/0000,True
'.101141',98.50000,'EA','BER01',00/00/0000,True
'.101738',171.59000,'EA','BER01',00/00/0000,True
'.102519',1.21000,'EA','BER01',00/00/0000,True
'.103700',66.07000,'EA','BER01',00/00/0000,True
'.103756',0.27000,'EA','BER01',00/00/0000,True
'.103957',4.51000,'EA','BER01',00/00/0000,True
'.103958',43.91000,'EA','BER01',00/00/0000,True
'.103959',13.20000,'EA','BER01',00/00/0000,True
'.265000',24.08000,'EA','BER01',00/00/0000,True
'.265005',28.55000,'EA','BER01',00/00/0000,True
'.335500',50.56000,'EA','BER01',00/00/0000,True
'.335600',30.11000,'EA','BER01',00/00/0000,True
'.427600',0.97000,'EA','BER01',00/00/0000,True
'.427700',2.72000,'EA','BER01',00/00/0000,True
'.428300',2.05000,'EA','BER01',00/00/0000,True
'.428310',2.77000,'EA','BER01',00/00/0000,True
'.472900',9.32000,'EA','BER01',00/00/0000,True
'.651008',14.00000,'EA','BER01',00/00/0000,True
'.034226',3.27000,'EA','BER02',00/00/0000,True
'.049789',0.33600,'EA','BER02',00/00/0000,True
'.062565',0.73000,'EA','BER02',00/00/0000,True
'.062566',0.73000,'EA','BER02',00/00/0000,True
'.062567',0.73000,'EA','BER02',00/00/0000,True
'.062570',0.54000,'EA','BER02',00/00/0000,True
'.062571',1.50000,'FT','BER02',00/00/0000,True
'.062576',0.73000,'EA','BER02',00/00/0000,True
'.062601',3.41000,'EA','BER02',00/00/0000,True
'.062812',0.14000,'EA','BER02',00/00/0000,True
'.066565',74.93000,'EA','BER02',00/00/0000,True
'.095817',4.97000,'EA','BER02',00/00/0000,True
'.095818',4.97000,'EA','BER02',00/00/0000,True
'.095819',5.55000,'EA','BER02',00/00/0000,True
'.103655',3.27000,'EA','BER02',00/00/0000,True
'.103656',3.27000,'EA','BER02',00/00/0000,True
'.103667',3.27000,'EA','BER02',00/00/0000,True
'.650851',138.00000,'EA','BER03',00/00/0000,True
'.060137',19.65000,'EA','BET01',00/00/0000,True
'.061705',302.32000,'EA','BET01',00/00/0000,True
'.066424',55.52000,'EA','BET01',00/00/0000,True
'.095933',132.90000,'EA','BET01',00/00/0000,True
'.651023',2.00000,'EA','BET01',00/00/0000,True
'.651024',2.00000,'EA','BET01',00/00/0000,True
'.651025',1.74000,'EA','BET01',00/00/0000,True
'.104603',20.00000,'','BIG01',00/00/0000,True
'.063102',1249.93000,'EA','BLA01',00/00/0000,True
'.064990',1287.42000,'EA','BLA01',00/00/0000,True
'.066449',567.85000,'EA','BLA01',00/00/0000,True
'.066627',678.86000,'EA','BLA01',00/00/0000,True
'.095201',1282.79000,'EA','BLA01',00/00/0000,True
'.096001',668.38000,'EA','BLA01',00/00/0000,True
'.097574',1410.79000,'EA','BLA01',00/00/0000,True
'.097575',889.02000,'EA','BLA01',00/00/0000,True
'.097976',1153.22000,'EA','BLA01',00/00/0000,True
'.103783',402.73000,'EA','BLA01',00/00/0000,True
'.104537',1282.79000,'EA','BLA01',00/00/0000,True
'.104538',1410.79000,'EA','BLA01',00/00/0000,True
'.104539',1410.79000,'EA','BLA01',00/00/0000,True
'.104540',889.02000,'EA','BLA01',00/00/0000,True
'.652066',59.96000,'EA','BLA01',00/00/0000,True
'.652110',116.28000,'EA','BLA01',00/00/0000,True
'.064988',4875.00000,'EA','BOS03',12/31/2000,True
'.064989',131.00000,'EA','BOS03',12/31/2000,True
'.103923',10.79000,'EA','BOY01',00/00/0000,True
'.029573',37.68000,'EA','BRI01',00/00/0000,True
'.060911',7.75000,'EA','BRI01',00/00/0000,True
'.096708',37.68000,'EA','BRI01',00/00/0000,True
'.095747',779.34000,'EA','BRI02',00/00/0000,True
'.095748',229.43000,'EA','BRI02',00/00/0000,True
'.095749',37.13000,'EA','BRI02',00/00/0000,True
'.095750',36.17000,'EA','BRI02',00/00/0000,True
'.096695',51.75000,'EA','BRI02',00/00/0000,True
'.096776',28.50000,'EA','BRI02',00/00/0000,True
'.097033',48.22000,'EA','BRI02',00/00/0000,True
'.100076',7.14000,'EA','BRI02',00/00/0000,True
'.100079',12.61000,'EA','BRI02',00/00/0000,True
'.103944',28.69000,'EA','BRI02',00/00/0000,True
'.103954',49.19000,'EA','BRI02',00/00/0000,True
'.104006',148.04000,'EA','BRI02',00/00/0000,True
'.104007',8.39000,'EA','BRI02',00/00/0000,True
'.104008',128.00000,'EA','BRI02',00/00/0000,True
'.104009',13.05000,'EA','BRI02',00/00/0000,True
'.104010',5.84000,'EA','BRI02',00/00/0000,True
'.104011',8.51000,'EA','BRI02',00/00/0000,True
'.063550',38.90000,'EA','BUL01',00/00/0000,True
'.066191',3.83400,'FT','BUS01',00/00/0000,True
'.066192',7.63000,'FT','BUS01',00/00/0000,True
'.053391',6.62000,'EA','BUY01',00/00/0000,True
'.053392',6.83000,'EA','BUY01',00/00/0000,True
'.053984',6.11500,'EA','BUY01',00/00/0000,True
'.054614',3.98000,'EA','BUY01',00/00/0000,True
'.059730',5.77000,'EA','BUY01',00/00/0000,True
'.059731',6.76000,'EA','BUY01',00/00/0000,True
'.063705',17.63000,'EA','BUY01',00/00/0000,True
'.063896',21.30000,'EA','BUY01',00/00/0000,True
'.063897',17.54000,'EA','BUY01',00/00/0000,True
'.064697',5.59000,'EA','BUY01',00/00/0000,True
'.065942',15.92000,'EA','BUY01',00/00/0000,True
'.067633',233.85000,'EA','BUY01',00/00/0000,True
'.067634',257.31000,'EA','BUY01',00/00/0000,True
'.067777',13.49000,'EA','BUY01',00/00/0000,True
'.067882',16.74000,'EA','BUY01',00/00/0000,True
'.091199',4.30000,'EA','BUY01',00/00/0000,True
'.095199',5.57000,'EA','BUY01',00/00/0000,True
'.100771',3.23000,'EA','BUY01',00/00/0000,True
'.102213',29.70000,'EA','BUY01',00/00/0000,True
'.070262',336.01000,'EA','CAS01',00/00/0000,True
'.055374',377.13000,'EA','CAT01',00/00/0000,True
'.055404',377.13000,'EA','CAT01',00/00/0000,True
'.060906',341.72000,'EA','CAT01',00/00/0000,True
'.062802',722.61000,'EA','CAT01',00/00/0000,True
'.063029',4.85000,'EA','CAT01',00/00/0000,True
'.063051',793.87000,'EA','CAT01',00/00/0000,True
'.063102',778.03000,'EA','CAT01',00/00/0000,True
'.063743',1475.00000,'EA','CAT01',00/00/0000,True
'.063765',264.50000,'EA','CAT01',00/00/0000,True
'.063777',1.55000,'EA','CAT01',00/00/0000,True
'.064621',793.87000,'EA','CAT01',00/00/0000,True
'.064990',793.87000,'EA','CAT01',00/00/0000,True
'.065630',1200.00000,'EA','CAT01',00/00/0000,True
'.065631',279.95000,'EA','CAT01',00/00/0000,True
'.065914',514.00000,'EA','CAT01',00/00/0000,True
'.066332',814.88000,'EA','CAT01',00/00/0000,True
'.066333',514.00000,'EA','CAT01',00/00/0000,True
'.066346',793.87000,'EA','CAT01',00/00/0000,True
'.066477',793.87000,'EA','CAT01',00/00/0000,True
'.066478',371.85000,'EA','CAT01',00/00/0000,True
'.066609',814.74000,'EA','CAT01',00/00/0000,True
'.066610',669.63000,'EA','CAT01',00/00/0000,True
'.066627',530.55000,'EA','CAT01',00/00/0000,True
'.066861',669.63000,'EA','CAT01',00/00/0000,True
'.066862',831.03000,'EA','CAT01',00/00/0000,True
'.066887',525.00000,'EA','CAT01',00/00/0000,True
'.067629',583.90000,'EA','CAT01',00/00/0000,True
'.067644',69.65000,'EA','CAT01',00/00/0000,True
'.069176',933.07000,'EA','CAT01',00/00/0000,True
'.069177',387.40000,'EA','CAT01',00/00/0000,True
'.069178',186.00000,'EA','CAT01',00/00/0000,True
'.069225',4673.10000,'EA','CAT01',00/00/0000,True
'.069454',79.00000,'EA','CAT01',00/00/0000,True
'.069560',56.05000,'EA','CAT01',00/00/0000,True
'.069561',1.95000,'EA','CAT01',00/00/0000,True
'.069562',127.51000,'EA','CAT01',00/00/0000,True
'.069563',30.00000,'EA','CAT01',00/00/0000,True
'.096421',814.74000,'EA','CAT01',00/00/0000,True
'.097071',831.03000,'EA','CAT01',00/00/0000,True
'.097072',669.63000,'EA','CAT01',00/00/0000,True
'.097574',831.03000,'EA','CAT01',00/00/0000,True
'.097575',669.63000,'EA','CAT01',00/00/0000,True
'.097576',831.03000,'EA','CAT01',00/00/0000,True
'.097577',669.63000,'EA','CAT01',00/00/0000,True
'.100952',530.55000,'EA','CAT01',00/00/0000,True
'.103784',669.63000,'EA','CAT01',00/00/0000,True
'.104538',831.03000,'EA','CAT01',00/00/0000,True
'.104539',831.03000,'EA','CAT01',00/00/0000,True
'.104540',669.63000,'EA','CAT01',00/00/0000,True
'.104541',669.63000,'EA','CAT01',00/00/0000,True
'.027129',1.20000,'EA','CHA01',00/00/0000,True
'.027130',0.25000,'EA','CHA01',00/00/0000,True
'.064071',1.64000,'EA','CHA01',00/00/0000,True
'.064072',2.19000,'EA','CHA01',00/00/0000,True
'.064073',1.20000,'EA','CHA01',00/00/0000,True
'.065451',1.66000,'EA','CHA01',00/00/0000,True
'.070310',1.00000,'EA','CHA01',00/00/0000,True
'.070312',4.17000,'EA','CHA01',00/00/0000,True
'.100145',0.80000,'EA','CHA01',00/00/0000,True
'.020841',2.24000,'FT','CHI01',00/00/0000,True
'.022218',5.89000,'FT','CHI01',00/00/0000,True
'.023088',3.75000,'FT','CHI01',00/00/0000,True
'.026070',1.25000,'FT','CHI01',00/00/0000,True
