Company,PartNum,PartDescription,ProdCode,IUM,PUM,ClassID,TypeCode,CostMethod,BuyToOrder,UOMClassID,PhantomBOM,NonStock,Type_c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7708-11-08,End Cap,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7708-11-09,Reinforcement,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7708-11-13,Stiffening plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7708-11-23,Pipe,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7708-11-26,Carrier for fladbed,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7708-11-27,U-Profile side,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7708-11-28,Carrier for flatbed,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7708-11-29,Carrier for flatbed,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7708-11-31,Angled piece for cyclist prote,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7708-11-35,Carrier for fladbed,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7708-11-36,Plate for boom cradle,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7708-11-41,Plate for valve,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7708-11-42,Plate for valve,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7708-15-03,Cross profile-short-rear,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,0179-00-01,Notsteuerung,1901,EA,EA,1900,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-00-07,Stepplate for small platform,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-08-02,Shimsplate for support,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-10-02,Backupplate under pedestal,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-10-03,Left carry profile,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-10-04,Pedestal attachment,1201,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-10-08,Endplate for holder,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-10-09,Mounting plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-10-10,Right carry profile,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-10-13,Ø10 for wire,1001,EA,EA,1000,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-10-14,Profile for airfilter,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-10-15,Plug for profile,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-10-16,Plate for handpump for cap,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-10-17,Roundbar for hoses,1001,EA,EA,1000,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-11-01,Frame for outrigger,1203,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-11-02,Profile for outrigger,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-11-03,Profile for outrigger,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-11-04,Reinforcement for legg,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-12-04,Profile between subframe,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-12-07,Endplate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-12-08,threadplate for stowe,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-13-02,Profile for rear bumper,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-13-03,Profile for rear bumper,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-13-05,Middleplate for trailer hook,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-13-06,Reinforcement plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-13-07,Endplate for trailer hook,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-13-08,Plate for Traier hook,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-21-03,Profile rear,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-21-13,Mount flatbar,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-21-14,Mount flatbar,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-21-15,Mount flatbar,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-21-18,Framebracket for cyclist guard,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-60-01,Stowhitch male part assy,EO-01,EA,EA,2500,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-60-02,Washer for stowhitch,1201,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-61-01,Bracket for boom hitch weld,EO-01,EA,EA,2500,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-61-02,Profile for stowhitch,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-61-03,Sideplate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-61-04,Cross plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-91-01,Stowhitch holder weld,EO-01,EA,EA,2500,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-91-02,Mountplate for stowhitch,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-91-03,Plate 2 for stowhitch,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-91-04,Topplate for stowhitch,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-92-01,Extension for stowhitch weld,EO-01,EA,EA,2500,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7959-92-02,Extension plate for stowhitch,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7989-00-02,Cover plate middle,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7989-00-03,Cover plate left,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7989-00-04,Base plate for cover,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7989-00-05,Cover plate right,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-00-02,Bracket for foot plate holder,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-00-03,Bracket for plate holder,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-11-14,Plate 2,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-11-15,Plate 1,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-11-21,Plate for guard,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-11-23,Plate for light,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-12-03,Side plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-12-04,Lower plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-12-05,Horizontal reinforcement,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-12-06,Reinforcement,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-12-07,Plate for outrigger attachment,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-12-08,Lower reinforcement,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-12-10,Flatbar,1001,EA,EA,1000,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-13-04,Rear side plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-13-05,Front side plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-01,Rear platform weld,EO-01,EA,EA,2500,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-02,Profile 1 for rear platform,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-03,Profile 2 for rear platform,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-04,Profile 3 for rear platform,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-05,Reinforcement,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-06,U profile,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-07,U profile,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-10,U Profile,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-11,Mount plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-12,Chassis attachment 1,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-13,Chassis attachment 1,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-14,U Profile,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-15,Plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-16,Profile,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-17,Plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-18,Plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-19,Shaft,1201,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-20,Roundbar,1001,EA,EA,1000,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-21,Support,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-14-22,Reinforcement,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-15-02,Front profile 2,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-15-03,Front profile 1,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-15-04,Reinforcement,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-15-05,Endplate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-15-08,Plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-20-01,Tool box assy,EO-01,EA,EA,2500,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-21-02,Lid profile,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-21-03,Lid endplate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-30-01,Bracket for wheel guard,EO-01,EA,EA,2500,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-30-02,Mount plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-30-03,Profile for bracket,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-30-04,Reinforcement,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-30-05,Reinforcement short,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-7990-30-06,Wheel guard,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8099-000-16,Bracket for el-box right,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8099-000-17,Bracket for el-box left,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8099-000-24,Protection plate left,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-01-01,Left flat bed weld,EO-01,EA,EA,2500,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-01-02,U profile,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-01-03,U profile,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-01-04,U profile,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-01-05,U profile,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-01-06,U profile,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-01-07,Angle profile,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-01-11,Roundbar for wires,1001,EA,EA,1000,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-01-13,Roundbar for wires,1001,EA,EA,1000,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-01-14,Mount for locker,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-01-15,Support,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-02-01,Right flat bed weld,EO-01,EA,EA,2500,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-02-02,U profile,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-02-03,U profile,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-10-02,Reinforcement 1,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-10-03,Reinforcement 2,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-10-04,Top plate for reinforcement,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-10-05,Brace,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-10-06,Reinforcement 3,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-10-07,Reinforcement 4,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-10-08,Bottom plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-10-09,Flatbar 1,1001,EA,EA,1000,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-10-10,Flatbar 2,1001,EA,EA,1000,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-10-11,Flatbar 3,1001,EA,EA,1000,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-10-12,Support plate 1,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-10-13,Flatbar 4,1001,EA,EA,1000,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-10-14,Roundbar,1001,EA,EA,1000,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-10-15,Support plate 2,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-10-16,Thread base,1201,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-12-01,Rear cross profile weld,EO-01,EA,EA,2500,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-12-02,Top plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-13-01,Front cross profile weld,EO-01,EA,EA,2500,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-13-02,Upper plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-13-03,Lower plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-14-01,Frame profile right weld,EO-01,EA,EA,2500,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-14-02,Upper profile right side,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-14-03,Lower profile right side,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-14-04,Tube for hoses and wires,1202,EA,EA,1200,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-14-05,Chassis mounting bracket,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-14-06,Side member extension,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-14-07,Floor carrier,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-14-08,Spacer plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-15-01,Cross profile weld,EO-01,EA,EA,2500,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-15-02,Upper profile middle,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-15-03,Lower profile middle,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-16-02,Topplate for vst-5500,1201,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-16-05,Reinforcement plate inside ped,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-16-06,Thread plate,1202,EA,EA,1200,P,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VDK,01-8154-17-01,Frame profile left weld,EO-01,EA,EA,2500,M,A,0,Count,False,False,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
